element,rho,delta,scheme,raw_analytic,FE_FD,filtered_analytic,raw_subspace_FD,filtered_subspace_FD,abs_error,relative_error,error_over_raw_interior_RMS
2.232100000000000000e+04,9.992659573163559239e-01,1.000000000000000021e-03,-1.000000000000000000e+00,4.160376247573759123e+00,4.160434164077742025e+00,3.958496125623047313e+00,4.160376247573292829e+00,3.958496125622677830e+00,5.791650398290215662e-05,1.392097746367958923e-05,1.447277826708699430e-05
2.232100000000000000e+04,9.992659573163559239e-01,2.999999999999999737e-04,0.000000000000000000e+00,4.160376247573759123e+00,4.160437814183145733e+00,3.958496125623047313e+00,4.160376247573717379e+00,3.958496125623014450e+00,6.156660938660962756e-05,1.479832729612230072e-05,1.538490456143220766e-05
2.232100000000000000e+04,9.992659573163559239e-01,1.000000000000000048e-04,0.000000000000000000e+00,4.160376247573759123e+00,4.160333064646692947e+00,3.958496125623047313e+00,4.160376247573754682e+00,3.958496125623043760e+00,4.318292706617654630e-05,1.037957254259392705e-05,1.079099885823677238e-05
2.343700000000000000e+04,6.169634829177169655e-01,1.000000000000000021e-03,0.000000000000000000e+00,1.077544710542655881e+00,1.077552704373374581e+00,1.171846357648308912e+00,1.077544710542628348e+00,1.171846357648261394e+00,7.993830718699967974e-06,7.418560585457509669e-06,1.997581544813679450e-06
2.343700000000000000e+04,6.169634829177169655e-01,2.999999999999999737e-04,0.000000000000000000e+00,1.077544710542655881e+00,1.077548586181364954e+00,1.171846357648308912e+00,1.077544710542653439e+00,1.171846357648304693e+00,3.875638709072148913e-06,3.596731227162130257e-06,9.684849019253560636e-07
2.343700000000000000e+04,6.169634829177169655e-01,1.000000000000000048e-04,0.000000000000000000e+00,1.077544710542655881e+00,1.077320775948464870e+00,1.171846357648308912e+00,1.077544710542655437e+00,1.171846357648308468e+00,2.239345941910109161e-04,2.078193062432059620e-04,5.595910500767429260e-05
2.508900000000000000e+04,6.899865824641271406e-01,1.000000000000000021e-03,0.000000000000000000e+00,7.989707396168037601e-01,7.989736805029679090e-01,1.463411938719883620e+00,7.989707396168037601e-01,1.463411938719878513e+00,2.940886164148892590e-06,3.680843388031178679e-06,7.348992158614428380e-07
2.508900000000000000e+04,6.899865824641271406e-01,2.999999999999999737e-04,0.000000000000000000e+00,7.989707396168037601e-01,7.989302503119689591e-01,1.463411938719883620e+00,7.989707396168037601e-01,1.463411938719883176e+00,4.048930483480095432e-05,5.067683061111865668e-05,1.011788852510092220e-05
2.508900000000000000e+04,6.899865824641271406e-01,1.000000000000000048e-04,0.000000000000000000e+00,7.989707396168037601e-01,7.990230551513377577e-01,1.463411938719883620e+00,7.989707396168037601e-01,1.463411938719883620e+00,5.231553453399762077e-05,6.547866140766156224e-05,1.307314977882992645e-05
2.540900000000000000e+04,6.124636698256079592e-01,1.000000000000000021e-03,0.000000000000000000e+00,1.577693717087437442e+00,1.577701694259303622e+00,1.542758006483325728e+00,1.577693717087430114e+00,1.542758006483318622e+00,7.977171866180299276e-06,5.056223384667377354e-06,1.993418657516952325e-06
2.540900000000000000e+04,6.124636698256079592e-01,2.999999999999999737e-04,0.000000000000000000e+00,1.577693717087437442e+00,1.577633241443739731e+00,1.542758006483325728e+00,1.577693717087436776e+00,1.542758006483325284e+00,6.047564369771052384e-05,3.833167556080144858e-05,1.511228271055015414e-05
2.540900000000000000e+04,6.124636698256079592e-01,1.000000000000000048e-04,0.000000000000000000e+00,1.577693717087437442e+00,1.577869006723631173e+00,1.542758006483325728e+00,1.577693717087437442e+00,1.542758006483325506e+00,1.752896361937317238e-04,1.111049846337297601e-04,4.380319706277793442e-05
2.560300000000000000e+04,4.378790690343975500e-01,1.000000000000000021e-03,0.000000000000000000e+00,1.184316274134399105e+00,1.184336944788810797e+00,1.219144731740960941e+00,1.184316274134396885e+00,1.219144731740958276e+00,2.067065441169191331e-05,1.745366070123440528e-05,5.165398070717766095e-06
2.560300000000000000e+04,4.378790690343975500e-01,2.999999999999999737e-04,0.000000000000000000e+00,1.184316274134399105e+00,1.184322536573745310e+00,1.219144731740960941e+00,1.184316274134398661e+00,1.219144731740960719e+00,6.262439346205184165e-06,5.287809922887631873e-06,1.564923464570059135e-06
2.560300000000000000e+04,4.378790690343975500e-01,1.000000000000000048e-04,0.000000000000000000e+00,1.184316274134399105e+00,1.184272205136949196e+00,1.219144731740960941e+00,1.184316274134399105e+00,1.219144731740960941e+00,4.406899744990866452e-05,3.721049723995231533e-05,1.101241933963484502e-05
