mesh,k,evaluator,selected_ordinal_double,selected_ordinal_single,selected_ordinal_identical,escalation_double,escalation_single,final_requested_double,final_requested_single,relevant_classifier_mismatch,all_examined_classifier_mismatch_count,omega_double,omega_single,lambda_double,lambda_single,selected_min_abs_margin_double,selected_min_abs_margin_single
96x12,53,E3,1,1,1,0,0,3,3,0,0,107.356272112596,107.356270440226,11525.3691619137,11525.368802835,0.115827910538786,0.115827901965755
96x12,54,E1,1,1,1,0,0,3,3,0,0,108.054466378522,108.054464171155,11675.7677043472,11675.7672273154,0.118506024393634,0.118506013236122
96x12,54,E2,1,1,1,0,0,3,3,0,0,108.054170233704,108.054168026551,11675.7037048942,11675.7032279102,0.118506247511212,0.118506236353689
96x12,54,E3,1,1,1,0,0,3,3,0,0,108.054169936501,108.05416773026,11675.7036406663,11675.7031638791,0.118506247734557,0.11850623657703
96x12,55,E1,1,1,1,0,0,3,3,0,0,108.752645781629,108.752643184654,11827.1379645046,11827.1373996487,0.121216304839604,0.121216291427807
96x12,55,E2,1,1,1,0,0,3,3,0,0,108.752338568927,108.752335970328,11827.0711442106,11827.0705790032,0.121216533590893,0.121216520179099
96x12,55,E3,1,1,1,0,0,3,3,0,0,108.752338261868,108.752335663139,11827.0710774239,11827.0705121881,0.121216533819874,0.12121652040808
96x12,56,E1,1,1,1,0,0,3,3,0,0,109.452047961102,109.452044697876,11979.7508028795,11979.7500885459,0.124024783173042,0.124024766760353
96x12,56,E2,1,1,1,0,0,3,3,0,0,109.451730064652,109.451726801746,11979.6812141455,11979.680499884,0.124025017438143,0.12402500102545
96x12,56,E3,1,1,1,0,0,3,3,0,0,109.451729746795,109.451726483251,11979.6811445654,11979.6804301644,0.124025017672645,0.12402500125995
96x12,57,E1,1,1,1,0,0,3,3,0,0,110.154375273217,110.154378179553,12133.9863918326,12133.987032124,0.126989664695833,0.126989681224941
96x12,57,E2,1,1,1,0,0,3,3,0,0,110.15404466202,110.154047567408,12133.9135554022,12133.9141954827,0.126989904326785,0.126989920855911
96x12,57,E3,1,1,1,0,0,3,3,0,0,110.154044330821,110.154047236984,12133.9134824364,12133.9141226878,0.126989904566657,0.126989921095783
96x12,58,E1,1,1,1,0,0,3,3,0,0,110.861478217659,110.861480528592,12290.2673526045,12290.2678649913,0.130040757620929,0.130040773080103
96x12,58,E2,1,1,1,0,0,3,3,0,0,110.861133446326,110.861135756336,12290.1909090041,12290.1914211848,0.130041003282789,0.130041018741998
