outer,omega1,omega2,gap12,volume,volErr,Mnd,gray,mid,move,stage,moveChanged,descent,beta,betaStallRel,betaStallFires,prodStageShadow,prodMoveShadow,prodTol,prodStopRaw,prodSettled,prodStopAdmit,exA,exB,exE,exNA,exNB,exDecl,exAmp,exCos,exNet,exMedcos,exMednet,exTol,exStageStart,cosT,net_ratio,cosT_unsat,net_ratio_unsat,boundFrac,revFrac,maxAbs,ratio,l2,rms,stepNorm,path_W,net_W,nInner,cumInner,innerConv,multN,multJ,degen,tOuter
11,93.570290068486415,299.73050092717148,2.2032657022628794,0.49979572180818377,-0.00020427819181623175,95.00365411247293,0.99990000000000001,0.69474999999999998,0.040000000000000001,1,0,0,9273.2732060692106,NaN,0,1,0.040000000000000001,0.25,0,1,0,0,0,0,0,0,0,3.0766770234344549,0.9990445575460396,0.99018064745208922,NaN,NaN,0.25,1,0.9990445575460396,0.99018064745208922,0.9990445575460396,0.99024876398792638,0,0.017399999999999999,0.03494126112375999,0.8735315280939997,3.0766770234344549,0.010877695933956728,0.010877695933956724,0.10315399489514593,0.1021410894525451,17,172,1,2,0,1,3.7259508750000001
12,96.491641071030202,304.46499894257039,2.155351028991674,0.49979738215221625,-0.00020261784778374814,94.023227301138874,0.99980000000000002,0.65515000000000001,0.040000000000000001,1,0,0,9849.3370754062435,NaN,0,1,0.040000000000000001,0.25,0,1,0,0,0,0,0,0,0,3.0647642896815617,0.99912770636104409,0.99093226450570759,NaN,NaN,0.25,1,0.99912770636104409,0.99093226450570759,0.99912770636104409,0.99098037983583087,0,0.0184,0.034832981869583876,0.87082454673959686,3.0647642896815617,0.010835578059861024,0.010835578059861024,0.10388822800744454,0.10294619703490229,17,189,1,2,0,1,3.7234892916666666
13,99.44190436795769,308.90839667206615,2.1064207653247942,0.49979932531690158,-0.00020067468309842296,92.964948001499351,0.9889,0.62139999999999995,0.040000000000000001,1,0,0,10447.826040222048,NaN,0,1,0.040000000000000001,0.25,0,1,0,0,0,0,0,0,0,3.0506658789584877,0.99918991576716532,0.99157936084078391,NaN,NaN,0.25,1,0.99918991576716532,0.99157936084078391,0.99918991576716532,0.99160968054988596,0,0.024799999999999999,0.034711100200692485,0.8677775050173121,3.0506658789584877,0.01078573265072983,0.010785732650729829,0.10462758526779181,0.10374655412615162,17,206,1,2,0,1,3.6980097916666668
14,102.41662009712499,312.97637524989477,2.0559139224970435,0.49980161206498125,-0.00019838793501875118,91.83247416585435,0.97799999999999998,0.59145000000000003,0.040000000000000001,1,0,0,11067.994534026007,NaN,0,1,0.040000000000000001,0.25,0,1,0,0,0,0,0,0,0,3.0336279475133692,0.99919712042257813,0.99212037675160136,NaN,NaN,0.25,1,0.99919712042257813,0.99212037675160136,0.99919712042257813,0.99214632298507011,0,0.0349,0.034574620119321428,0.86436550298303572,3.0336279475133692,0.010725494466418656,0.010725494466418656,0.1053486445410837,0.10451853691237049,17,223,1,2,0,1,3.7274074166666669
15,105.40690663782777,316.54591638271529,2.0030851533320235,0.49980461455483144,-0.00019538544516856104,90.632483820756931,0.96745000000000003,0.56579999999999997,0.040000000000000001,1,0,0,11706.767636859066,NaN,0,1,0.040000000000000001,0.25,0,1,0,0,0,0,0,0,0,3.0081558360360137,0.99904117023785011,0.99254226876721396,NaN,NaN,0.25,1,0.99904117023785011,0.99254226876721396,0.99904117023785011,0.99258061656509189,0,0.023199999999999998,0.034027471085196041,0.85068677712990104,3.0081558360360137,0.010635436952634766,0.01063543695263477,0.10601404840969425,0.10522342412975519,17,240,1,2,0,1,3.7918850833333333
16,108.39695418993578,319.5056340391871,1.9475517686534027,0.49981560007828085,-0.00018439992171914721,89.422304973224414,0.95740000000000003,0.54269999999999996,0.040000000000000001,1,0,0,12335.624543347063,NaN,0,1,0.040000000000000001,0.25,0,1,0,0,0,0,0,0,0,2.9148193814858976,0.98416256091794108,0.99136260921180475,NaN,NaN,0.25,1,0.98416256091794108,0.99136260921180475,0.98416256091794108,0.99142555974492341,0,0.028150000000000001,0.032604863310915229,0.81512158277288072,2.9148193814858976,0.010305442752913282,0.010305442752913284,0.10637914549392352,0.10546030724257822,17,257,1,2,0,1,3.7622401249999999
17,111.22928104509724,321.82555754548514,1.8933528520696175,0.49982855936091147,-0.00017144063908852702,88.248262735509371,0.95009999999999994,0.51380000000000003,0.040000000000000001,1,0,0,12923.854056301108,NaN,0,1,0.040000000000000001,0.25,0,1,0,0,0,0,0,0,0,2.8040546253897403,0.9758751104499892,0.98715200338811493,NaN,NaN,0.25,1,0.9758751104499892,0.98715200338811493,0.9758751104499892,0.9871962676266911,0,0.039399999999999998,0.03144297867341414,0.78607446683535354,2.8040546253897403,0.0099138302021529474,0.0099138302021529474,0.1063792038922152,0.10501244424103298,17,274,1,2,0,1,4.000468708333333
18,113.80035271644049,323.29198951578331,1.8408698373838872,0.49984134077314119,-0.00015865922685881495,87.115146312269061,0.94059999999999999,0.49304999999999999,0.040000000000000001,1,0,0,13465.732425922473,NaN,0,1,0.040000000000000001,0.25,0,1,0,0,0,0,0,0,0,2.6952543093274786,0.97848399227071126,0.980873953865816,NaN,NaN,0.25,1,0.97848399227071126,0.980873953865816,0.97848399227071126,0.98091894713921912,0,0.0263,0.030160550002794984,0.75401375006987459,2.6952543093274786,0.0095291629957386225,0.0095291629957386208,0.10547408371667889,0.1034567815255529,17,291,1,2,0,1,4.0427410833333335
19,116.12518637193963,323.61200193163342,1.7867511953447395,0.49985338698396464,-0.00014661301603535737,86.020311099976894,0.93425000000000002,0.4758,0.040000000000000001,1,0,0,13965.085464574249,NaN,0,1,0.040000000000000001,0.25,0,1,0,0,0,0,0,0,0,2.5934686225763959,0.98113714396586149,0.97340741334165248,NaN,NaN,0.25,1,0.98113714396586149,0.97340741334165248,0.98113714396586149,0.97340741334165248,0,0.016400000000000001,0.028757259104937715,0.71893147762344289,2.5934686225763959,0.0091692962490915221,0.0091692962490915221,0.10369292713232559,0.1009354639817015,17,308,1,2,0,1,4.2765117500000001
20,118.23320058632255,322.55524536104269,1.7281274951661634,0.49986497955726739,-0.00013502044273261404,84.910101968771414,0.9254,0.46184999999999998,0.040000000000000001,1,0,0,14447.594816651977,NaN,0,1,0.040000000000000001,0.25,0,1,0,0,0,0,0,0,0,2.6159114009059357,0.98272970093254386,0.9652043729116937,0.99875735067698801,0.99018064745208922,0.25,1,0.98272970093254386,0.9652043729116937,0.98272970093254386,0.9652043729116937,0,0.014500000000000001,0.028660474920295245,0.71651187300738106,2.6159114009059357,0.0092486434528189412,0.0092486434528189412,0.10202631371631631,0.098476244151048817,18,326,1,2,0,1,4.8251741666666668
21,120.24137068614652,319.79593997751016,1.6596165542077865,0.49987460678966711,-0.00012539321033289141,83.8362501455792,0.91910000000000003,0.44850000000000001,0.040000000000000001,1,0,0,14893.761473842784,0.78555106109967099,0,1,0.040000000000000001,0.25,0,1,0,0,0,0,0,0,0,2.5186149550454426,0.98461962680128778,0.95736677512858859,0.99869083836136086,0.98975578579406154,0.25,1,0.98461962680128778,0.95736677512858859,0.98461962680128778,0.95736677512858859,0,0.021649999999999999,0.027040118157432656,0.67600295393581633,2.5186149550454426,0.0089046485695524202,0.008904648569552422,0.10005326635191202,0.095787672948411728,18,344,1,2,0,1,5.2322180833333336
22,122.071107704189,315.21224531583454,1.5822018923566932,0.49988418268109092,-0.00011581731890908387,82.796544423222954,0.91295000000000004,0.43695000000000001,0.040000000000000001,1,0,0,15308.10216827932,0.75603584107945587,0,1,0.040000000000000001,0.25,0,1,0,0,0,0,0,0,0,2.4218111367913111,0.98580948178319128,0.95090161023676267,0.99869083836136086,0.98933092413603396,0.25,1,0.98580948178319128,0.95090161023676267,0.98580948178319128,0.95090161023676245,0,0.018550000000000001,0.025527991526577108,0.63819978816442768,2.4218111367913111,0.0085623953878911866,0.0085623953878911883,0.097780083679942176,0.092979239020342414,18,362,1,2,0,1,5.5775571666666668
