k,max_abs_density_error,mean_abs_density_error,rms_density_error,max_relative_density_error,n_changed,n_single_equal_single_0p1,n_cross_rho_eff_0p1
1797,2.95791288129621e-08,3.16079124726858e-09,7.25170917788199e-09,5.53312929937491e-08,768,8,8
1798,2.96670233934648e-08,3.07708640353951e-09,7.13416978295662e-09,5.43454113410182e-08,764,0,0
1799,2.97880643485016e-08,3.14571841754965e-09,7.21243178054764e-09,5.60631887084813e-08,768,8,8
1800,2.95272911676747e-08,3.13344429950735e-09,7.18689524776498e-09,5.74926355353354e-08,763,0,0
1801,2.97268915039339e-08,3.18793567591781e-09,7.26401670970419e-09,5.64641702720936e-08,766,8,8
1802,2.97304352248062e-08,3.12325506036165e-09,7.15706149690118e-09,5.69239471639526e-08,761,0,0
1803,2.95870982158775e-08,3.13996690720371e-09,7.17448447887491e-09,5.53312929937491e-08,764,8,8
1804,2.95724786880669e-08,3.1100512946385e-09,7.14746016303018e-09,5.71482041690467e-08,759,0,0
1805,2.97428679463252e-08,3.17596675103489e-09,7.21625601030706e-09,5.53312929937491e-08,765,8,8
1806,2.97412156013976e-08,3.13486558057195e-09,7.13265604279833e-09,5.71482041690467e-08,761,0,0
1807,2.97428679463252e-08,3.14894025823127e-09,7.14112002293757e-09,5.60478274879542e-08,764,8,8
1808,2.93012963892281e-08,3.13009693959165e-09,7.07334298433064e-09,5.71482041690467e-08,762,0,0
1809,2.97428679463252e-08,3.12523503080198e-09,7.06336787424777e-09,5.54717810923841e-08,765,8,8
1810,2.96715485514909e-08,3.08665918310294e-09,7.01922970279026e-09,5.71482041690467e-08,761,0,0
1811,2.97428679463252e-08,3.11805973629802e-09,7.07141123373495e-09,5.54717810923841e-08,764,8,8
1812,2.98010890409373e-08,3.08792770427293e-09,7.06191369954419e-09,5.71482041690467e-08,765,0,0
1813,2.97428679463252e-08,3.18660175874543e-09,7.1595076382409e-09,5.54717810923841e-08,764,8,8
1814,2.97789457537334e-08,3.22659575709591e-09,7.25001719912439e-09,5.80978548863435e-08,770,0,0
1815,2.96738659200102e-08,3.19100554123088e-09,7.20603641697271e-09,5.54717810923841e-08,762,8,8
1816,2.97224610479319e-08,3.30695080727068e-09,7.30407962476189e-09,5.40381967542394e-08,773,0,0
1817,2.96738659200102e-08,3.31373497867076e-09,7.36485005313798e-09,5.5097332408125e-08,770,9,9
1818,2.95746614975556e-08,3.32343119745125e-09,7.38501749489196e-09,5.80978548863435e-08,780,0,0
1819,2.96287825385377e-08,3.30880932586438e-09,7.40728407334566e-09,5.5097332408125e-08,772,8,8
1820,2.97789457537334e-08,3.2660341214721e-09,7.32134378682773e-09,5.64322567485901e-08,773,0,0
1821,2.96064838201104e-08,3.19253862354299e-09,7.27761220324476e-09,5.45193144918349e-08,770,8,8
1822,2.96284450307382e-08,3.19295124219688e-09,7.18901833045206e-09,5.64322567485901e-08,773,0,0
1823,2.97564901607927e-08,3.15491588039842e-09,7.0974913877667e-09,5.45193144918349e-08,770,8,8
1824,2.92633199894254e-08,3.13166216619538e-09,6.98295515163779e-09,5.64322567485901e-08,773,0,0
1825,2.96957665124609e-08,3.12187953548304e-09,7.01437379245282e-09,5.5397136214602e-08,769,8,8
1826,2.88495699551916e-08,3.1289590794947e-09,6.92551193181149e-09,5.69239471639526e-08,773,0,0
1827,2.9019743053027e-08,3.10556600376685e-09,6.95483607637022e-09,5.60478274879542e-08,770,8,8
1828,2.93012827334849e-08,3.15544316588155e-09,6.94336949116736e-09,5.69239471639526e-08,772,0,0
1829,2.94604924899744e-08,3.16509312161116e-09,7.01229944540287e-09,5.54363208790377e-08,771,10,10
1830,2.93842715715087e-08,3.21429988085863e-09,7.07422401506157e-09,5.69239471639526e-08,770,0,0
1831,2.94604924899744e-08,3.22257567744634e-09,7.0990638491678e-09,5.54363208790377e-08,769,10,10
1832,2.97224610479319e-08,3.2217298353284e-09,7.16795448041111e-09,5.5649828907911e-08,769,0,0
1833,2.9532480794181e-08,3.22267505109986e-09,7.14502659822026e-09,5.54363208790377e-08,769,10,10
1834,2.97107399793717e-08,3.28507525941812e-09,7.24985880819961e-09,5.5649828907911e-08,768,0,0
1835,2.9532480794181e-08,3.27551313091567e-09,7.19161201844879e-09,5.54363208790377e-08,772,10,10
1836,2.90709072370277e-08,3.28008834361138e-09,7.24463488646057e-09,5.5649828907911e-08,768,0,0
1837,2.9532480794181e-08,3.24998873616864e-09,7.16477455602117e-09,5.54363208790377e-08,773,9,9
1838,2.93862335576378e-08,3.27061410114086e-09,7.20877148905353e-09,5.63962024687312e-08,769,0,0
1839,2.9532480794181e-08,3.2880058432924e-09,7.24022121354517e-09,5.54363208790377e-08,773,10,10
1840,2.91340381819438e-08,3.30452950118458e-09,7.27469342389676e-09,5.5649828907911e-08,769,0,0
1841,2.9532480794181e-08,3.34511815000926e-09,7.35986606794894e-09,5.64641702720936e-08,773,11,11
1842,2.94626271157838e-08,3.39851026061821e-09,7.43996176217438e-09,5.5649828907911e-08,769,0,0
1843,2.94024506963808e-08,3.41208828098136e-09,7.50231117066709e-09,5.54363208790377e-08,772,11,11
1844,2.95755403501019e-08,3.41697405751417e-09,7.52227106569357e-09,5.73817410329701e-08,769,0,0
1845,2.97960475181824e-08,3.39478237961149e-09,7.52151998339388e-09,5.54363208790377e-08,771,11,11
1846,2.96437370206348e-08,3.43973053817794e-09,7.57625692498756e-09,5.73817410329701e-08,770,0,0
1847,2.94024506963808e-08,3.3966814451043e-09,7.51212571374474e-09,5.54363208790377e-08,771,11,11
1848,2.96437370206348e-08,3.41067912764075e-09,7.52094065472142e-09,5.73817410329701e-08,769,0,0
1849,2.95196255217789e-08,3.38916072800453e-09,7.56717564560083e-09,5.54363208790377e-08,770,11,11
1850,2.95840852926332e-08,3.38261738688339e-09,7.5724544284571e-09,5.67995322334207e-08,770,0,0
1851,2.96532343124767e-08,3.37405206228408e-09,7.56166689554937e-09,5.54363208790377e-08,773,11,11
1852,2.95840852926332e-08,3.40094241250305e-09,7.60810066262566e-09,5.67995322334207e-08,769,0,0
1853,2.96532343124767e-08,3.40898805357165e-09,7.64881221926397e-09,5.54363208790377e-08,771,11,11
1854,2.95840852926332e-08,3.46488330297429e-09,7.763552777854e-09,5.67995322334207e-08,770,0,0
1855,2.96532343124767e-08,3.4111235230628e-09,7.6827488533956e-09,5.54363208790377e-08,771,10,10
1856,2.95840852926332e-08,3.46165572030489e-09,7.78461388783438e-09,5.73817410329701e-08,767,0,0
1857,2.96532343124767e-08,3.40673568677332e-09,7.65207197787694e-09,5.54363208790377e-08,770,11,11
1858,2.95840852926332e-08,3.43779356515914e-09,7.71082451171795e-09,5.73817410329701e-08,768,0,0
1859,2.96532343124767e-08,3.38146758664561e-09,7.61438989757495e-09,5.54363208790377e-08,771,11,11
1860,2.95840852926332e-08,3.4373520360706e-09,7.70674697370081e-09,5.73817410329701e-08,767,0,0
1861,2.96532343124767e-08,3.41275804218537e-09,7.6908846782369e-09,5.60631887084813e-08,771,11,11
1862,2.95840852926332e-08,3.42278332626034e-09,7.6728767576301e-09,5.67995322334207e-08,769,0,0
1863,2.96532343124767e-08,3.39178300506433e-09,7.63981049191624e-09,5.60631887084813e-08,771,11,11
1864,2.95840852926332e-08,3.38893675780384e-09,7.6183416294637e-09,5.73817410329701e-08,768,0,0
1865,2.96532343124767e-08,3.35776757984253e-09,7.54474675268463e-09,5.60631887084813e-08,769,11,11
1866,2.95403301819874e-08,3.37724666398493e-09,7.55331507054129e-09,5.67995322334207e-08,769,0,0
1867,2.96532343124767e-08,3.41089534970242e-09,7.61282967985566e-09,5.60631887084813e-08,770,11,11
1868,2.95403301819874e-08,3.40404618630983e-09,7.60995686338056e-09,5.67995322334207e-08,768,0,0
1869,2.96532343124767e-08,3.44368171925767e-09,7.66812778750568e-09,5.60631887084813e-08,772,11,11
1870,2.95403301819874e-08,3.42906054085019e-09,7.67338520416231e-09,5.5649828907911e-08,767,0,0
1871,2.96532343124767e-08,3.41624822344677e-09,7.60498159789454e-09,5.60631887084813e-08,771,11,11
1872,2.95403301819874e-08,3.37957050117024e-09,7.51153986268118e-09,5.67995322334207e-08,768,0,0
1873,2.96532343124767e-08,3.40602415731269e-09,7.57136679099356e-09,5.60631887084813e-08,768,11,11
1874,2.95403301819874e-08,3.379896117394e-09,7.50668384234143e-09,5.5649828907911e-08,767,0,0
1875,2.96532343124767e-08,3.42842192064797e-09,7.57977624380031e-09,5.54363208790377e-08,769,11,11
1876,2.95403301819874e-08,3.38359153988472e-09,7.54596412395821e-09,5.5649828907911e-08,767,0,0
1877,2.9724659067476e-08,3.33212593324782e-09,7.50042105639986e-09,5.54363208790377e-08,771,11,11
1878,2.95403301819874e-08,3.29727265098705e-09,7.47940037803274e-09,5.67995322334207e-08,768,0,0
1879,2.9724659067476e-08,3.29067346229164e-09,7.47368650771146e-09,5.54363208790377e-08,769,11,11
1880,2.95403301819874e-08,3.29443242702378e-09,7.52044504609941e-09,5.67995322334207e-08,767,0,0
1881,2.97224597156642e-08,3.269048684801e-09,7.45655200673037e-09,5.54363208790377e-08,770,11,11
1882,2.95403301819874e-08,3.23830540725554e-09,7.40305607551497e-09,5.67995322334207e-08,767,0,0
1883,2.97224597156642e-08,3.24376761620509e-09,7.43224447739799e-09,5.54363208790377e-08,769,11,11
1884,2.95403301819874e-08,3.23946996309827e-09,7.42158732280437e-09,5.67995322334207e-08,767,0,0
1885,2.97268915039339e-08,3.24572876800789e-09,7.45278548423301e-09,5.54363208790377e-08,769,11,11
1886,2.96056443804815e-08,3.27963308451142e-09,7.46548862471981e-09,5.67995322334207e-08,769,0,0
1887,2.97268915039339e-08,3.28805758399618e-09,7.52172623939643e-09,5.54363208790377e-08,768,11,11
1888,2.96056443804815e-08,3.26976828345474e-09,7.49544954643966e-09,5.5649828907911e-08,767,0,0
1889,2.97268915039339e-08,3.21625893442415e-09,7.37905495848413e-09,5.54363208790377e-08,770,11,11
1890,2.96056443804815e-08,3.21993499029221e-09,7.29855202057272e-09,5.67995322334207e-08,774,0,0
1891,2.97268915039339e-08,3.21894949319056e-09,7.33341333524531e-09,5.54363208790377e-08,771,10,10
1892,2.95205062617043e-08,3.23552077998291e-09,7.30967058202697e-09,5.56619673692781e-08,768,0,0
1893,2.9640637611017e-08,3.22306633307663e-09,7.2728634030644e-09,5.54363208790377e-08,769,10,10
1894,2.95205062617043e-08,3.22141352264048e-09,7.28621976240337e-09,5.5649828907911e-08,768,0,0
1895,2.97268915039339e-08,3.24178533835347e-09,7.34803029764325e-09,5.64383638744303e-08,768,10,10
1896,2.96056443804815e-08,3.18503519828466e-09,7.23284583150443e-09,5.56619673692781e-08,767,0,0
1897,2.97268915039339e-08,3.18693684423435e-09,7.22679122897338e-09,5.64383638744303e-08,769,10,10
1898,2.96056443804815e-08,3.17766329130726e-09,7.20442764577178e-09,5.5649828907911e-08,769,0,0
1899,2.9640637611017e-08,3.18742644388222e-09,7.19345106317314e-09,5.54363208790377e-08,768,10,10
1900,2.96056443804815e-08,3.15375962713048e-09,7.14985349219323e-09,5.59786493877958e-08,772,0,0
1901,2.96532343124767e-08,3.166249340281e-09,7.14817960946667e-09,5.54363208790377e-08,771,10,10
1902,2.96056443804815e-08,3.17765595755992e-09,7.21869460710503e-09,5.73817410329701e-08,769,0,0
1903,2.9640637611017e-08,3.33603186262685e-09,7.29054493027605e-09,5.47005803013565e-08,813,5,5
1904,2.94878782503005e-08,3.37123268829732e-09,7.36227745447273e-09,5.74926355353354e-08,793,0,0
1905,2.97960475181824e-08,3.39941606813511e-09,7.41246965612955e-09,5.64383638744303e-08,792,5,5
1906,2.95840852926332e-08,3.33672389734486e-09,7.28754458541351e-09,5.74926355353354e-08,780,0,0
1907,2.97428679463252e-08,3.23869792910145e-09,7.20031496523367e-09,5.47005803013565e-08,779,8,8
1908,2.97107399793717e-08,3.16287432814766e-09,7.09437170496069e-09,5.59786493877958e-08,767,0,0
1909,2.93236104287331e-08,3.14314372602758e-09,7.05710404995685e-09,5.54363208790377e-08,770,7,7
1910,2.93087254465974e-08,3.06122264043463e-09,7.02864640076271e-09,5.67568272432603e-08,766,0,0
1911,2.97268915039339e-08,3.11787201108136e-09,7.19047220752591e-09,5.45193144918349e-08,768,7,7
1912,2.97672001492444e-08,3.08643222400118e-09,7.12977115677403e-09,5.67568272432603e-08,765,0,0
1913,2.97041459207392e-08,3.15326268448548e-09,7.1870638634857e-09,5.60478274879542e-08,766,8,8
1914,2.90802908420318e-08,3.18051473081196e-09,7.1216573780527e-09,5.67568272432603e-08,765,0,0
1915,2.97302841234526e-08,3.22556964532499e-09,7.29141976623326e-09,5.64641702720936e-08,766,7,7
1916,2.94891402408126e-08,3.19584088472706e-09,7.19221456313811e-09,5.67568272432603e-08,765,0,0
1917,2.97929491077653e-08,3.14693851213542e-09,7.15372769712752e-09,5.43454113410182e-08,766,7,7
1918,2.92721322736611e-08,3.06187231126058e-09,6.93061273380581e-09,5.67568272432603e-08,764,0,0
1919,2.97302841234526e-08,3.03383585852428e-09,6.81693577130494e-09,5.43454113410182e-08,769,7,7
1920,2.94971359560137e-08,3.00005906762667e-09,6.73796714775776e-09,5.63962024687312e-08,768,0,0
1921,2.95134134908892e-08,2.97946825120503e-09,6.69372583589196e-09,5.43454111369331e-08,770,8,8
1922,2.94971359560137e-08,2.8854731553386e-09,6.53060200379261e-09,5.43454113410182e-08,763,0,0
1923,2.90747768083577e-08,2.85791672472214e-09,6.52876640709585e-09,5.43454111369331e-08,764,8,8
1924,2.94971359560137e-08,2.87426353214348e-09,6.5241709949954e-09,5.64322567485901e-08,771,0,0
1925,2.88515791257993e-08,2.88212403937113e-09,6.5446209661182e-09,5.45193144918349e-08,770,7,7
1926,2.90026496152507e-08,2.93548342997899e-09,6.64009996536993e-09,5.43454113410182e-08,771,0,0
1927,2.96957665124609e-08,2.98558577349126e-09,6.7580581923865e-09,5.45193144918349e-08,770,7,7
1928,2.97107399793717e-08,3.06388531296438e-09,6.86486405293128e-09,5.63962024687312e-08,772,0,0
1929,2.93869862888485e-08,3.09473121806489e-09,6.94113766124404e-09,5.45193144918349e-08,769,7,7
1930,2.97107399793717e-08,3.20281455495945e-09,7.18952383457553e-09,5.5635731529607e-08,771,0,0
1931,2.95820825613191e-08,3.21749292120482e-09,7.21009232772891e-09,5.60478274879542e-08,770,5,5
1932,2.95295912167148e-08,3.29576970197405e-09,7.29751904166527e-09,5.64322567485901e-08,772,0,0
1933,2.94385305021905e-08,3.28524732403423e-09,7.32339743194092e-09,5.64641702720936e-08,772,5,5
1934,2.97672001492444e-08,3.32756856101453e-09,7.40352222134192e-09,5.5635731529607e-08,769,0,0
1935,2.95870982158775e-08,3.30915631427099e-09,7.42899385634669e-09,5.45193144918349e-08,769,5,5
1936,2.93922451932715e-08,3.35254708599044e-09,7.44870280927538e-09,5.5635731529607e-08,771,0,0
1937,2.94385305021905e-08,3.27755426927973e-09,7.40116362502032e-09,5.45193144918349e-08,771,6,6
1938,2.97626656653449e-08,3.31187927350904e-09,7.45057122630194e-09,5.59350718922066e-08,771,0,0
1939,2.94385305021905e-08,3.25395222440858e-09,7.36336294278526e-09,5.76304995448045e-08,772,8,8
1940,2.95403301819874e-08,3.29276383641615e-09,7.49044074358759e-09,5.83053698170148e-08,768,0,0
1941,2.95251290083343e-08,3.29992722003579e-09,7.47939124208642e-09,5.76304995448045e-08,771,8,8
1942,2.97045141817165e-08,3.39052692290708e-09,7.59009082958681e-09,5.73817410329701e-08,773,0,0
1943,2.97428679463252e-08,3.37665883361635e-09,7.56924385322876e-09,5.76304995448045e-08,771,8,8
1944,2.97045141817165e-08,3.36061596992847e-09,7.5675560228893e-09,5.73817410329701e-08,772,0,0
1945,2.97960475181824e-08,3.39445482127446e-09,7.59517934018482e-09,5.76304995448045e-08,772,7,7
1946,2.97652876790622e-08,3.39433690685878e-09,7.6315386190598e-09,5.73817410329701e-08,771,0,0
1947,2.96532343124767e-08,3.41988170008477e-09,7.60848108018438e-09,5.76304995448045e-08,772,7,7
1948,2.95864253097022e-08,3.3714186223749e-09,7.56511841096751e-09,5.62410747206847e-08,771,0,0
1949,2.97929491077653e-08,3.38148939404491e-09,7.51917629692977e-09,5.76304995448045e-08,772,8,8
1950,2.95864253097022e-08,3.40216633250645e-09,7.58543844610479e-09,5.83053698170148e-08,773,0,0
1951,2.97929491077653e-08,3.41498872724493e-09,7.5800113347923e-09,5.76304995448045e-08,772,7,7
1952,2.95864253097022e-08,3.37811362378508e-09,7.55845051337938e-09,5.83053698170148e-08,771,0,0
1953,2.97929491077653e-08,3.38075381029569e-09,7.52443838118881e-09,5.76304995448045e-08,771,8,8
1954,2.95864253097022e-08,3.35151793327204e-09,7.48819923589365e-09,5.83053698170148e-08,771,0,0
1955,2.97929491077653e-08,3.33155474313098e-09,7.40646190781745e-09,5.76304995448045e-08,771,8,8
