k,ratio_E1_double,ratio_E1_single,ratio_E2_double,ratio_E2_single,ratio_E3_double,ratio_E3_single,binding_evaluator_double,binding_evaluator_single,Q_double,Q_single,delta_Q_single_minus_double,H0_double,H0_single,pass_q0_980_double,pass_q0_980_single,pass_q0_990_double,pass_q0_990_single,pass_q0_995_double,pass_q0_995_single
579,0.996366759809572,0.996366760127061,0.995864751442682,0.995864751786539,0.995864750685474,0.995864751028308,3,3,0.995864750685474,0.995864751028308,3.42833872402082e-10,1,1,1,1,1,1,1,1
580,0.996267569934218,0.996267570168793,0.995885220734376,0.99588522098189,0.995885220884939,0.995885221131303,2,2,0.995885220734376,0.99588522098189,2.47513565199142e-10,1,1,1,1,1,1,1,1
581,0.996226407043426,0.996226407707751,0.995792398206624,0.995792398986804,0.99579239269273,0.995792393469463,3,3,0.99579239269273,0.995792393469463,7.76732678176018e-10,1,1,1,1,1,1,1,1
582,0.995972601392122,0.995972602264771,0.995571777022326,0.995571778005736,0.995571764052197,0.995571765030977,3,3,0.995571764052197,0.995571765030977,9.7878083415992e-10,1,1,1,1,1,1,1,1
583,0.996135084056043,0.996135085002149,0.995674739131449,0.995674740288209,0.995674731320941,0.995674732475816,3,3,0.995674731320941,0.995674732475816,1.15487464036335e-09,1,1,1,1,1,1,1,1
584,0.996047317435384,0.996047317961371,0.995661691392235,0.99566169192311,0.995661689810754,0.995661690337526,3,3,0.995661689810754,0.995661690337526,5.26772070408299e-10,1,1,1,1,1,1,1,1
585,0.996130324871974,0.996130325184791,0.995530931213167,0.995530931577693,0.995530929779447,0.995530930141809,3,3,0.995530929779447,0.995530930141809,3.62361918249121e-10,1,1,1,1,1,1,1,1
586,0.996085220057801,0.996085220376604,0.995663629774528,0.995663630140086,0.995663628829577,0.995663629193261,3,3,0.995663628829577,0.995663629193261,3.63683527737635e-10,1,1,1,1,1,1,1,1
587,0.996070195248728,0.996070195732678,0.995500491328402,0.995500491914032,0.995500484566673,0.995500485151076,3,3,0.995500484566673,0.995500485151076,5.84403969661196e-10,1,1,1,1,1,1,1,1
588,0.995847315548069,0.995847316251988,0.995390330021467,0.995390330823573,0.995390316262199,0.995390317062066,3,3,0.995390316262199,0.995390317062066,7.99867616585459e-10,1,1,1,1,1,1,1,1
589,0.996008350412587,0.996008351138057,0.995489512028313,0.995489512975507,0.995489501757198,0.995489502703677,3,3,0.995489501757198,0.995489502703677,9.46479228325359e-10,1,1,1,1,1,1,1,1
590,0.995768536204175,0.995768536656125,0.99528837371382,0.995288374182212,0.995288367668165,0.995288368135442,3,3,0.995288367668165,0.995288368135442,4.67276883853174e-10,1,1,1,1,1,1,1,1
591,0.995832313174053,0.995832313779185,0.995269618320064,0.995269619021301,0.995269610763009,0.995269611463225,3,3,0.995269610763009,0.995269611463225,7.00216329363457e-10,1,1,1,1,1,1,1,1
592,0.995841152645116,0.995841153146535,0.995365132034751,0.99536513256652,0.995365122665051,0.995365123193826,3,3,0.995365122665051,0.995365123193826,5.28774912744723e-10,1,1,1,1,1,1,1,1
593,0.995946916102071,0.995946916760806,0.995552631318739,0.995552632089754,0.995552623849991,0.995552624615926,3,3,0.995552623849991,0.995552624615926,7.65935204150026e-10,1,1,1,1,1,1,1,1
594,0.995862386357253,0.995862386789154,0.9955459034141,0.995545903903148,0.99554589885686,0.995545899344479,3,3,0.99554589885686,0.995545899344479,4.87619500333381e-10,1,1,1,1,1,1,1,1
595,0.99606379977447,0.996063800209561,0.995625809576893,0.99562581008381,0.99562580709485,0.995625807601343,3,3,0.99562580709485,0.995625807601343,5.06493069707403e-10,1,1,1,1,1,1,1,1
596,0.995890744081145,0.995890744430857,0.995444626517302,0.995444626923727,0.995444620317748,0.9954446207206,3,3,0.995444620317748,0.9954446207206,4.02851640934898e-10,1,1,1,1,1,1,1,1
597,0.996029670937188,0.996029671296761,0.995607287873947,0.995607288272911,0.995607285656401,0.995607286052454,3,3,0.995607285656401,0.995607286052454,3.96052524109791e-10,1,1,1,1,1,1,1,1
598,0.995970873994973,0.995970874387475,0.995588051489373,0.995588051952466,0.99558805106875,0.995588051529228,3,3,0.99558805106875,0.995588051529228,4.60477544983462e-10,1,1,1,1,1,1,1,1
599,0.996122629729577,0.996122629850865,0.995613247429222,0.995613247564195,0.995613247127819,0.995613247262637,3,3,0.995613247127819,0.995613247262637,1.34818489705424e-10,1,1,1,1,1,1,1,1
600,0.996063879643795,0.996063880005594,0.9958131343029,0.995813134813568,0.99581313367264,0.995813134182703,3,3,0.99581313367264,0.995813134182703,5.10062436731573e-10,1,1,1,1,1,1,1,1
601,0.996166802268857,0.996166802530029,0.995765857425443,0.995765857730371,0.995765856671963,0.995765856975123,3,3,0.995765856671963,0.995765856975123,3.0315949750559e-10,1,1,1,1,1,1,1,1
602,0.996085892172686,0.996085892386705,0.995692546466674,0.995692546604783,0.995692546372444,0.995692546507396,3,3,0.995692546372444,0.995692546507396,1.34951383401472e-10,1,1,1,1,1,1,1,1
603,0.996004916831903,0.996004917437332,0.995629581485451,0.995629582076839,0.995629575785796,0.995629576373299,3,3,0.995629575785796,0.995629576373299,5.87502935189832e-10,1,1,1,1,1,1,1,1
604,0.995975136574347,0.995975137023434,0.995558906335989,0.995558906833928,0.995558895043711,0.995558895538567,3,3,0.995558895043711,0.995558895538567,4.9485515685177e-10,1,1,1,1,1,1,1,1
605,0.996219945661534,0.99621994605737,0.995799571511235,0.995799571922987,0.99579956710819,0.995799567519109,3,3,0.99579956710819,0.995799567519109,4.10919298587942e-10,1,1,1,1,1,1,1,1
606,0.995731038222246,0.995731038282802,0.995451789474922,0.995451789557077,0.995451761497911,0.995451761578906,3,3,0.995451761497911,0.995451761578906,8.09945444046889e-11,1,1,1,1,1,1,1,1
607,0.99575730450952,0.995757304584971,0.99533311307406,0.995333113180038,0.995333088322368,0.995333088422601,3,3,0.995333088322368,0.995333088422601,1.00233599198418e-10,1,1,1,1,1,1,1,1
608,0.996019605987758,0.996019606039878,0.995659605531344,0.995659605610577,0.995659584823323,0.995659584898462,3,3,0.995659584823323,0.995659584898462,7.51391171505134e-11,1,1,1,1,1,1,1,1
609,0.99611340516357,0.996113405051149,0.995716525104995,0.99571652492289,0.995716507854997,0.995716507672348,3,3,0.995716507854997,0.995716507672348,-1.82649229074627e-10,1,1,1,1,1,1,1,1
610,0.996025398051029,0.996025398243174,0.995737097934688,0.995737098220448,0.995737082473099,0.995737082755917,3,3,0.995737082473099,0.995737082755917,2.82817991248407e-10,1,1,1,1,1,1,1,1
611,0.996057769781303,0.996057770544516,0.995748379704376,0.995748380633126,0.995748367139036,0.995748368066577,3,3,0.995748367139036,0.995748368066577,9.2754137703821e-10,1,1,1,1,1,1,1,1
612,0.995802921059714,0.995802921610708,0.99554987870299,0.995549879255302,0.995549870197119,0.995549870745428,3,3,0.995549870197119,0.995549870745428,5.48308509706885e-10,1,1,1,1,1,1,1,1
613,0.995998187294577,0.995998187763062,0.995620956923247,0.995620957453055,0.99562094962165,0.995620950148821,3,3,0.99562094962165,0.995620950148821,5.27170640474139e-10,1,1,1,1,1,1,1,1
614,0.995937496198628,0.995937496471994,0.995623140376696,0.995623140768924,0.99562313416738,0.995623134558881,3,3,0.99562313416738,0.995623134558881,3.91500720731131e-10,1,1,1,1,1,1,1,1
615,0.996220439664293,0.996220440052103,0.995831894151557,0.995831894571313,0.995831890023161,0.995831890441283,3,3,0.995831890023161,0.995831890441283,4.18121759437895e-10,1,1,1,1,1,1,1,1
616,0.995924544791194,0.995924545326577,0.995547466822641,0.995547467538916,0.99554744950452,0.995547450219473,3,3,0.99554744950452,0.995547450219473,7.14953318770029e-10,1,1,1,1,1,1,1,1
617,0.996054117081893,0.996054117614959,0.995696358575485,0.995696359164177,0.995696344999154,0.995696345586015,3,3,0.995696344999154,0.995696345586015,5.86861559348506e-10,1,1,1,1,1,1,1,1
618,0.995855056198987,0.995855056832689,0.995425647068141,0.99542564788639,0.995425627468261,0.99542562828531,3,3,0.995425627468261,0.99542562828531,8.17048317891533e-10,1,1,1,1,1,1,1,1
619,0.996011779236873,0.996011779740028,0.995658564466434,0.995658565036766,0.995658548293806,0.995658548861768,3,3,0.995658548293806,0.995658548861768,5.67961788711102e-10,1,1,1,1,1,1,1,1
620,0.995791058671636,0.995791059470694,0.995335787225021,0.995335788218158,0.995335759520242,0.995335760513432,3,3,0.995335759520242,0.995335760513432,9.93190196751925e-10,1,1,1,1,1,1,1,1
621,0.995879003677809,0.995879004276163,0.995457184224741,0.995457184969771,0.995457157459535,0.995457158202273,3,3,0.995457157459535,0.995457158202273,7.4273831529581e-10,1,1,1,1,1,1,1,1
622,0.995883244175704,0.995883244791455,0.995435850794133,0.995435851563385,0.995435833719395,0.995435834487702,3,3,0.995435833719395,0.995435834487702,7.68306751552927e-10,1,1,1,1,1,1,1,1
623,0.99610427297622,0.996104273430693,0.995754895954638,0.995754896440934,0.99575488125017,0.995754881732006,3,3,0.99575488125017,0.995754881732006,4.81836570642713e-10,1,1,1,1,1,1,1,1
624,0.996027046754552,0.996027047095421,0.995714547592258,0.995714548046212,0.99571454410449,0.995714544556529,3,3,0.99571454410449,0.995714544556529,4.52039405907101e-10,1,1,1,1,1,1,1,1
625,0.996257513358108,0.996257513653941,0.995804172301206,0.995804172582913,0.995804167760209,0.99580416804022,3,3,0.995804167760209,0.99580416804022,2.80011680509062e-10,1,1,1,1,1,1,1,1
626,0.99603090394523,0.996030904437532,0.995676854194721,0.995676854803124,0.995676840427064,0.995676841032976,3,3,0.995676840427064,0.995676841032976,6.05912431339561e-10,1,1,1,1,1,1,1,1
627,0.99614881702098,0.996148817729103,0.995626352082408,0.99562635295131,0.995626336185364,0.995626337050289,3,3,0.995626336185364,0.995626337050289,8.64924465382444e-10,1,1,1,1,1,1,1,1
628,0.996127867410764,0.996127867825123,0.995676340968813,0.995676341479337,0.995676329927365,0.995676330435239,3,3,0.995676329927365,0.995676330435239,5.07873521016222e-10,1,1,1,1,1,1,1,1
629,0.996300373183565,0.996300373761033,0.99592245239533,0.995922453027186,0.995922446048897,0.995922446675707,3,3,0.995922446048897,0.995922446675707,6.26810714443593e-10,1,1,1,1,1,1,1,1
630,0.996209473092464,0.996209473361289,0.995884957618527,0.995884957954626,0.995884956922243,0.995884957255447,3,3,0.995884956922243,0.995884957255447,3.33203908908786e-10,1,1,1,1,1,1,1,1
631,0.996393433651409,0.99639343403874,0.995976595720597,0.99597659608851,0.995976594944287,0.995976595309134,3,3,0.995976594944287,0.995976595309134,3.64846708400535e-10,1,1,1,1,1,1,1,1
632,0.996235013240412,0.996235013482448,0.996012579707396,0.996012580105825,0.99601257521631,0.996012575612171,3,3,0.99601257521631,0.996012575612171,3.95860455526531e-10,1,1,1,1,1,1,1,1
633,0.996327606702051,0.996327607119733,0.995887260215726,0.995887260735349,0.995887253700788,0.995887254220646,3,3,0.995887253700788,0.995887254220646,5.19857379366329e-10,1,1,1,1,1,1,1,1
634,0.996203040362056,0.996203040628876,0.995748371635095,0.995748371916339,0.995748366633712,0.995748366913157,3,3,0.995748366633712,0.995748366913157,2.79444689610386e-10,1,1,1,1,1,1,1,1
635,0.996281610591286,0.99628161099845,0.995837588409935,0.995837588913927,0.995837586313227,0.99583758681584,3,3,0.995837586313227,0.99583758681584,5.02612618191733e-10,1,1,1,1,1,1,1,1
636,0.996245618160692,0.996245618357594,0.995866482659934,0.995866482909848,0.995866482057431,0.995866482306483,3,3,0.995866482057431,0.995866482306483,2.49052001244365e-10,1,1,1,1,1,1,1,1
637,0.996556341795389,0.996556342120339,0.996070372298047,0.996070372680925,0.996070372228861,0.996070372611105,3,3,0.996070372228861,0.996070372611105,3.82244236263318e-10,1,1,1,1,1,1,1,1
638,0.996420793543974,0.996420793731199,0.996138723227014,0.996138723549293,0.996138720026751,0.996138720347466,3,3,0.996138720026751,0.996138720347466,3.20714788060172e-10,1,1,1,1,1,1,1,1
639,0.996535642636115,0.996535642868327,0.996140892806596,0.996140893074693,0.99614088991639,0.996140890182896,3,3,0.99614088991639,0.996140890182896,2.665059284368e-10,1,1,1,1,1,1,1,1
640,0.996339056472922,0.996339056729584,0.995904060167001,0.99590406043196,0.995904056443634,0.995904056707395,3,3,0.995904056443634,0.995904056707395,2.63761346097624e-10,1,1,1,1,1,1,1,1
641,0.996426307041317,0.996426307456606,0.995941481237263,0.995941481697819,0.995941480152075,0.995941480611979,3,3,0.995941480152075,0.995941480611979,4.59904114791243e-10,1,1,1,1,1,1,1,1
642,0.996313354197646,0.996313354424098,0.99592651099345,0.995926511241011,0.99592650478709,0.995926505033809,3,3,0.99592650478709,0.995926505033809,2.46718756535813e-10,1,1,1,1,1,1,1,1
643,0.996435050321861,0.996435050649466,0.995995959437807,0.995995959815483,0.995995955235623,0.995995955611941,3,3,0.995995955235623,0.995995955611941,3.76318531891684e-10,1,1,1,1,1,1,1,1
644,0.996256718102692,0.996256718241542,0.995858336557954,0.99585833671699,0.995858324946067,0.995858325104127,3,3,0.995858324946067,0.995858325104127,1.58059898502927e-10,1,1,1,1,1,1,1,1
645,0.996382225163604,0.996382225400403,0.995912340981661,0.995912341235273,0.995912329432109,0.995912329682618,3,3,0.995912329432109,0.995912329682618,2.50508946919581e-10,1,1,1,1,1,1,1,1
646,0.99653352315874,0.996533523219307,0.996206837540101,0.99620683768572,0.99620683042347,0.996206830567617,3,3,0.99620683042347,0.996206830567617,1.44147249692139e-10,1,1,1,1,1,1,1,1
647,0.996621771050195,0.996621771205909,0.996394017534253,0.996394017719959,0.996394012390658,0.996394012574687,3,3,0.996394012390658,0.996394012574687,1.84028903227329e-10,1,1,1,1,1,1,1,1
648,0.99634971679685,0.996349717045716,0.996083942559806,0.996083942883937,0.996083925568135,0.996083925886773,3,3,0.996083925568135,0.996083925886773,3.18637449758796e-10,1,1,1,1,1,1,1,1
649,0.996397788828703,0.996397788996436,0.996101429717148,0.996101429955404,0.996101413259078,0.996101413495075,3,3,0.996101413259078,0.996101413495075,2.35996999720101e-10,1,1,1,1,1,1,1,1
650,0.996413798459875,0.996413798570486,0.996156779710109,0.996156779832883,0.996156764091884,0.996156764211834,3,3,0.996156764091884,0.996156764211834,1.19949938870434e-10,1,1,1,1,1,1,1,1
651,0.996608681022154,0.996608681277745,0.996489071716688,0.996489071994492,0.996489061211514,0.996489061488449,3,3,0.996489061211514,0.996489061488449,2.76934697396314e-10,1,1,1,1,1,1,1,1
652,0.99657258003004,0.99657258007311,0.996375814404125,0.996375814468351,0.99637580167433,0.996375801735277,3,3,0.99637580167433,0.996375801735277,6.09466921375201e-11,1,1,1,1,1,1,1,1
653,0.996590011750298,0.996590011715469,0.996337164317576,0.996337164368276,0.996337150627477,0.996337150675916,3,3,0.996337150627477,0.996337150675916,4.8439141586698e-11,1,1,1,1,1,1,1,1
654,0.996630130967572,0.996630130797187,0.996387091549439,0.996387091344023,0.996387078918724,0.996387078711812,3,3,0.996387078918724,0.996387078711812,-2.06912598166298e-10,1,1,1,1,1,1,1,1
655,0.996865345099529,0.996865345226744,0.996713354740073,0.996713354901596,0.996713349196907,0.996713349359116,3,3,0.996713349196907,0.996713349359116,1.62208912968254e-10,1,1,1,1,1,1,1,1
656,0.996796825717676,0.996796825752208,0.996611699209545,0.996611699358078,0.996611698616203,0.996611698764003,3,3,0.996611698616203,0.996611698764003,1.47799439353946e-10,1,1,1,1,1,1,1,1
657,0.996961759068703,0.996961759162149,0.996606478560689,0.996606478698691,0.996606476711611,0.996606476847946,3,3,0.996606476711611,0.996606476847946,1.36335165379364e-10,1,1,1,1,1,1,1,1
658,0.996807121628232,0.996807121989273,0.996572163553273,0.996572163938775,0.996572161921244,0.996572162303783,3,3,0.996572161921244,0.996572162303783,3.82539555587869e-10,1,1,1,1,1,1,1,1
659,0.99683138585574,0.996831386346449,0.996594378502145,0.996594379044619,0.996594377963289,0.996594378504596,3,3,0.996594377963289,0.996594378504596,5.41307443313599e-10,1,1,1,1,1,1,1,1
660,0.996676142293016,0.996676142664668,0.996435431166943,0.996435431654527,0.996435426794102,0.996435427277726,3,3,0.996435426794102,0.996435427277726,4.83623696645452e-10,1,1,1,1,1,1,1,1
661,0.996838113737322,0.996838113869881,0.996469035441076,0.99646903564924,0.996469034840034,0.996469035046252,3,3,0.996469034840034,0.996469035046252,2.06218375709e-10,1,1,1,1,1,1,1,1
662,0.996726293613936,0.996726293749292,0.99647709163131,0.996477091846009,0.996477091173321,0.996477091385908,3,3,0.996477091173321,0.996477091385908,2.12587170089762e-10,1,1,1,1,1,1,1,1
663,0.996939231670757,0.996939231851457,0.996569179864633,0.996569180085062,0.996569179928286,0.996569180147696,2,2,0.996569179864633,0.996569180085062,2.20428564290387e-10,1,1,1,1,1,1,1,1
664,0.996741968031544,0.996741968187318,0.996474189021882,0.996474189220606,0.996474188408103,0.996474188604983,3,3,0.996474188408103,0.996474188604983,1.96879734737365e-10,1,1,1,1,1,1,1,1
665,0.996755549362097,0.99675554958752,0.996306935826953,0.996306936095597,0.996306932713142,0.996306932978205,3,3,0.996306932713142,0.996306932978205,2.65063304638602e-10,1,1,1,1,1,1,1,1
666,0.996598248988961,0.99659824889153,0.996223395973652,0.996223395985132,0.996223388476673,0.996223388486071,3,3,0.996223388476673,0.996223388486071,9.39792688114949e-12,1,1,1,1,1,1,1,1
667,0.996800910108652,0.996800910252537,0.996354066760216,0.996354066975013,0.996354063899617,0.996354064114049,3,3,0.996354063899617,0.996354064114049,2.14432360756689e-10,1,1,1,1,1,1,1,1
668,0.996654894093012,0.996654894150416,0.996242815569846,0.996242815729762,0.996242811758635,0.996242811916909,3,3,0.996242811758635,0.996242811916909,1.58273838479772e-10,1,1,1,1,1,1,1,1
669,0.996775705365405,0.996775705477942,0.996347856491049,0.996347856714778,0.996347855240868,0.996347855462247,3,3,0.996347855240868,0.996347855462247,2.21379248266373e-10,1,1,1,1,1,1,1,1
670,0.996600417432606,0.99660041738604,0.99625975556712,0.996259755662676,0.996259754743221,0.996259754837537,3,3,0.996259754743221,0.996259754837537,9.43159994548637e-11,1,1,1,1,1,1,1,1
671,0.996736685451129,0.996736685343851,0.996234825406412,0.996234825331079,0.996234825390107,0.996234825312807,3,3,0.996234825390107,0.996234825312807,-7.73001662679462e-11,1,1,1,1,1,1,1,1
672,0.996635920762948,0.996635920753553,0.996260776356028,0.996260776408723,0.996260776365985,0.996260776416101,2,2,0.996260776356028,0.996260776408723,5.26949595069937e-11,1,1,1,1,1,1,1,1
673,0.996660866168338,0.996660865932436,0.99619879952564,0.996198799331363,0.996198798564232,0.99619879836908,3,3,0.996198798564232,0.99619879836908,-1.95152560777956e-10,1,1,1,1,1,1,1,1
674,0.996546244764324,0.996546244438205,0.996250177693536,0.99625017744801,0.996250172930696,0.996250172682682,3,3,0.996250172930696,0.996250172682682,-2.48014275783248e-10,1,1,1,1,1,1,1,1
675,0.99655121553458,0.996551215341782,0.996079929952222,0.996079929751709,0.996079927980886,0.99607992777728,3,3,0.996079927980886,0.99607992777728,-2.03605798887452e-10,1,1,1,1,1,1,1,1
676,0.996539904585254,0.996539904559275,0.996282381902229,0.996282381949671,0.996282381839092,0.996282381880146,3,3,0.996282381839092,0.996282381880146,4.10537159822866e-11,1,1,1,1,1,1,1,1
677,0.996572212951275,0.996572213024183,0.996178764145347,0.996178764260315,0.996178764079285,0.996178764191656,3,3,0.996178764079285,0.996178764191656,1.12370668325923e-10,1,1,1,1,1,1,1,1
678,0.996404697885516,0.996404697772165,0.996020985199383,0.996020985131431,0.996020985220924,0.996020985151483,2,2,0.996020985199383,0.996020985131431,-6.79528655567196e-11,1,1,1,1,1,1,1,1
679,0.996417221994171,0.99641722210999,0.995938888942566,0.995938889073651,0.995938888789777,0.995938888917921,3,3,0.995938888789777,0.995938888917921,1.28143717859075e-10,1,1,1,1,1,1,1,1
680,0.996405916896431,0.996405917024765,0.996057711435944,0.996057711651347,0.996057711289676,0.99605771150498,3,3,0.996057711289676,0.99605771150498,2.15303552764112e-10,1,1,1,1,1,1,1,1
681,0.996460203799072,0.996460203827353,0.99607280908542,0.99607280915629,0.996072808445189,0.996072808512874,3,3,0.996072808445189,0.996072808512874,6.76858569192973e-11,1,1,1,1,1,1,1,1
682,0.996399303484426,0.996399303493314,0.996033750994383,0.996033751093125,0.996033748078883,0.99603374817653,3,3,0.996033748078883,0.99603374817653,9.76467795510416e-11,1,1,1,1,1,1,1,1
683,0.996343288236044,0.996343288146265,0.995783262066436,0.995783261874481,0.995783256451544,0.995783256257023,3,3,0.995783256451544,0.995783256257023,-1.94520954899247e-10,1,1,1,1,1,1,1,1
684,0.996293467346331,0.996293467077631,0.995855189020843,0.995855188787665,0.995855180731203,0.995855180494568,3,3,0.995855180731203,0.995855180494568,-2.3663448978084e-10,1,1,1,1,1,1,1,1
685,0.996537399095435,0.996537398959673,0.995993590355674,0.99599359015289,0.995993584949746,0.995993584743478,3,3,0.995993584949746,0.995993584743478,-2.062680026782e-10,1,1,1,1,1,1,1,1
686,0.996362965476466,0.996362965295786,0.995915484540638,0.995915484323616,0.995915474168993,0.99591547394883,3,3,0.995915474168993,0.99591547394883,-2.20162998942897e-10,1,1,1,1,1,1,1,1
687,0.996549903905632,0.9965499039925,0.996220336664852,0.996220336810066,0.996220331304607,0.996220331448151,3,3,0.996220331304607,0.996220331448151,1.43543954500558e-10,1,1,1,1,1,1,1,1
688,0.99654800267542,0.996548002761413,0.99618497804212,0.99618497827271,0.996184977049626,0.99618497728015,3,3,0.996184977049626,0.99618497728015,2.30523933275606e-10,1,1,1,1,1,1,1,1
689,0.996704239002571,0.996704239136138,0.996283394895543,0.996283395087436,0.996283394529581,0.996283394721276,3,3,0.996283394529581,0.996283394721276,1.91695215256971e-10,1,1,1,1,1,1,1,1
690,0.996477910283699,0.996477910467822,0.996115004426887,0.996115004786608,0.996115003683417,0.996115004042139,3,3,0.996115003683417,0.996115004042139,3.58721830018283e-10,1,1,1,1,1,1,1,1
691,0.996645935746508,0.996645935887524,0.996155642704842,0.996155642853516,0.996155642683605,0.996155642831769,3,3,0.996155642683605,0.996155642831769,1.4816436966214e-10,1,1,1,1,1,1,1,1
692,0.996620447834165,0.996620448091346,0.996243791214204,0.996243791435929,0.996243791381384,0.996243791601355,2,2,0.996243791214204,0.996243791435929,2.21724527627032e-10,1,1,1,1,1,1,1,1
693,0.996594888389933,0.996594888783023,0.996197633878915,0.996197634346516,0.996197632451258,0.996197632917289,3,3,0.996197632451258,0.996197632917289,4.66030991574939e-10,1,1,1,1,1,1,1,1
694,0.996432308447719,0.996432308888966,0.996076483974719,0.996076484581527,0.996076479629027,0.996076480234341,3,3,0.996076479629027,0.996076480234341,6.05313243973171e-10,1,1,1,1,1,1,1,1
695,0.996602013878736,0.996602014175706,0.996161036237199,0.99616103655879,0.996161035802288,0.99616103612129,3,3,0.996161035802288,0.99616103612129,3.19001491888571e-10,1,1,1,1,1,1,1,1
696,0.996547253301243,0.996547253644216,0.996188192262847,0.996188192747084,0.996188191903734,0.996188192386361,3,3,0.996188191903734,0.996188192386361,4.82626827391641e-10,1,1,1,1,1,1,1,1
697,0.996592809095873,0.996592809242051,0.996054330365873,0.996054330484956,0.99605433014752,0.996054330264025,3,3,0.99605433014752,0.996054330264025,1.16504916825022e-10,1,1,1,1,1,1,1,1
698,0.996566007818702,0.996566008072251,0.996193574808216,0.996193575177222,0.996193573947533,0.996193574313857,3,3,0.996193573947533,0.996193574313857,3.66323194000984e-10,1,1,1,1,1,1,1,1
699,0.996600470235802,0.996600470252964,0.996052945629855,0.996052945600067,0.996052944105972,0.996052944074333,3,3,0.996052944105972,0.996052944074333,-3.16390247334652e-11,1,1,1,1,1,1,1,1
700,0.996548939854998,0.99654893994488,0.996210232019853,0.996210232300529,0.996210230490436,0.996210230768404,3,3,0.996210230490436,0.996210230768404,2.7796875912145e-10,1,1,1,1,1,1,1,1
701,0.996552526723328,0.996552526605974,0.996003942528024,0.996003942374465,0.996003939103833,0.996003938948729,3,3,0.996003939103833,0.996003938948729,-1.55104928900585e-10,1,1,1,1,1,1,1,1
702,0.996519192832948,0.996519192845693,0.996189445849428,0.996189446053669,0.99618944224555,0.99618944244655,3,3,0.99618944224555,0.99618944244655,2.01000105448657e-10,1,1,1,1,1,1,1,1
703,0.996627337453886,0.996627337296653,0.996138487490684,0.996138487405429,0.996138483172107,0.996138483083693,3,3,0.996138483172107,0.996138483083693,-8.84139428336539e-11,1,1,1,1,1,1,1,1
704,0.996584940731901,0.996584940781867,0.996350589584895,0.996350589881005,0.996350587040628,0.996350587336154,3,3,0.996350587040628,0.996350587336154,2.95526270122082e-10,1,1,1,1,1,1,1,1
705,0.996557364909272,0.996557364705842,0.996074939305986,0.996074939180965,0.996074933289086,0.996074933160856,3,3,0.996074933289086,0.996074933160856,-1.28229760143483e-10,1,1,1,1,1,1,1,1
706,0.996456016387257,0.996456016209037,0.996132193217037,0.996132193200987,0.996132184935195,0.996132184916348,3,3,0.996132184935195,0.996132184916348,-1.8846257887617e-11,1,1,1,1,1,1,1,1
707,0.996607678755004,0.996607678571713,0.996180502525975,0.996180502456261,0.996180497512088,0.996180497439684,3,3,0.996180497512088,0.996180497439684,-7.2403305573232e-11,1,1,1,1,1,1,1,1
708,0.996491059568938,0.996491059430707,0.996225145652781,0.99622514565003,0.996225136348466,0.996225136344186,3,3,0.996225136348466,0.996225136344186,-4.27946567072013e-12,1,1,1,1,1,1,1,1
709,0.99673291009483,0.996732910043359,0.996384794551551,0.996384794599216,0.996384789168989,0.996384789215583,3,3,0.996384789168989,0.996384789215583,4.65943950089809e-11,1,1,1,1,1,1,1,1
710,0.9965018323612,0.996501832202498,0.996184805717479,0.996184805702049,0.996184790050027,0.996184790032717,3,3,0.996184790050027,0.996184790032717,-1.73098202438382e-11,1,1,1,1,1,1,1,1
711,0.996705910219547,0.996705910166564,0.996317548704413,0.99631754872475,0.996317534845092,0.996317534863923,3,3,0.996317534845092,0.996317534863923,1.88302706760624e-11,1,1,1,1,1,1,1,1
712,0.996502740249223,0.996502740232988,0.996008688944301,0.996008689049369,0.996008671580057,0.996008671682482,3,3,0.996008671580057,0.996008671682482,1.02424957404423e-10,1,1,1,1,1,1,1,1
713,0.996777066858472,0.996777066977982,0.99639886057057,0.996398860780163,0.996398851346838,0.996398851554228,3,3,0.996398851346838,0.996398851554228,2.07389549977677e-10,1,1,1,1,1,1,1,1
714,0.996700195401282,0.996700195337209,0.996333967655319,0.996333967755622,0.996333966138838,0.996333966237411,3,3,0.996333966138838,0.996333966237411,9.85725945312765e-11,1,1,1,1,1,1,1,1
715,0.996898320913045,0.996898320772026,0.996439975214667,0.996439975156123,0.996439973808405,0.996439973750719,3,3,0.996439973808405,0.996439973750719,-5.76851899580788e-11,1,1,1,1,1,1,1,1
716,0.996809058375324,0.996809058131361,0.996470314247749,0.996470314059456,0.996470311661821,0.996470311470396,3,3,0.996470311661821,0.996470311470396,-1.91424320838962e-10,1,1,1,1,1,1,1,1
717,0.996886475639265,0.996886475587146,0.99643845416628,0.996438454175196,0.996438453649458,0.996438453656644,3,3,0.996438453649458,0.996438453656644,7.18503034846663e-12,1,1,1,1,1,1,1,1
718,0.99688045148547,0.99688045143558,0.996556747258964,0.996556747285291,0.996556746694609,0.996556746717432,3,3,0.996556746694609,0.996556746717432,2.28230767618243e-11,1,1,1,1,1,1,1,1
719,0.996925242410731,0.996925242571454,0.996453588969273,0.996453589190603,0.996453588225835,0.996453588444167,3,3,0.996453588225835,0.996453588444167,2.1833224117529e-10,1,1,1,1,1,1,1,1
720,0.996890933089381,0.996890933231687,0.99651898406348,0.996518984327086,0.996518982294551,0.996518982555927,3,3,0.996518982294551,0.996518982555927,2.61375698862309e-10,1,1,1,1,1,1,1,1
