k,volume_pass_double,volume_pass_single,required_connected_double,required_connected_single,topology_pass_double,topology_pass_single,hard_gate_pass_double,hard_gate_pass_single,binary_differing_elements,binary_difference_explained,max_detached_area_double,max_detached_area_single,n_islands_significant_double,n_islands_significant_single,aggregate_detached_area_double,aggregate_detached_area_single,n_islands_all_double,n_islands_all_single,cutoff_gap_double,cutoff_gap_single,single_cutoff_tie_group_size,single_tie_straddles_cutoff,n_solid_double,n_solid_single
182,1,1,1,1,0,0,0,0,0,1,0.0347222222222222,0.0347222222222222,4,4,0.152777777777778,0.152777777777778,10,10,0.00178332274214932,0.00178331136703491,1,0,576,576
183,1,1,1,1,0,0,0,0,0,1,0.0347222222222222,0.0347222222222222,4,4,0.145833333333333,0.145833333333333,10,10,0,0,3,1,576,576
184,1,1,1,1,0,0,0,0,0,1,0.0347222222222222,0.0347222222222222,4,4,0.145833333333333,0.145833333333333,10,10,0.00304421944408523,0.00304421782493591,9,0,576,576
185,1,1,1,1,0,0,0,0,2,1,0.0347222222222222,0.0347222222222222,4,4,0.145833333333333,0.138888888888889,10,10,0,0,9,1,576,576
186,1,1,1,1,0,0,0,0,2,1,0.0347222222222222,0.0347222222222222,4,4,0.145833333333333,0.138888888888889,10,10,0,0,7,1,576,576
187,1,1,1,1,0,0,0,0,2,1,0.0347222222222222,0.0347222222222222,4,4,0.145833333333333,0.138888888888889,10,10,0,0,6,1,576,576
188,1,1,1,1,0,0,0,0,2,1,0.0347222222222222,0.0347222222222222,4,4,0.125,0.118055555555556,8,8,4.54747350886464e-13,0,9,1,576,576
189,1,1,1,1,0,0,0,0,0,1,0.0347222222222222,0.0347222222222222,3,3,0.118055555555556,0.118055555555556,9,9,0.00966471801448809,0.00966474413871765,5,0,576,576
190,1,1,1,1,0,0,0,0,2,1,0.0347222222222222,0.0347222222222222,3,3,0.104166666666667,0.0972222222222222,7,6,0,0,5,1,576,576
191,1,1,1,1,0,0,0,0,2,1,0.0347222222222222,0.0347222222222222,3,3,0.104166666666667,0.0972222222222222,7,6,1.36424205265939e-12,0,5,1,576,576
192,1,1,1,1,0,0,0,0,0,1,0.0347222222222222,0.0347222222222222,2,2,0.0902777777777778,0.0902777777777778,7,7,0.000106818979083101,0.0001068115234375,6,0,576,576
193,1,1,1,1,0,0,0,0,2,1,0.0208333333333333,0.0208333333333333,1,1,0.0555555555555556,0.0555555555555556,6,6,2.27373675443232e-13,0,4,1,576,576
194,1,1,1,1,0,0,0,0,0,1,0.0208333333333333,0.0208333333333333,1,1,0.0555555555555556,0.0555555555555556,6,6,0.00999999999693046,0.00999999046325684,5,0,576,576
195,1,1,1,1,0,0,0,0,0,1,0.0208333333333333,0.0208333333333333,1,1,0.0555555555555556,0.0555555555555556,6,6,0.01,0.00999999046325684,3,0,576,576
196,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0486111111111111,0.0486111111111111,7,7,0,0,4,1,576,576
197,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0486111111111111,0.0486111111111111,7,7,0.00765664793159049,0.00765666365623474,1,0,576,576
198,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0486111111111111,0.0486111111111111,7,7,0.00765664793159049,0.00765663385391235,1,0,576,576
199,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0486111111111111,0.0486111111111111,7,7,0.00765664793159049,0.00765663385391235,1,0,576,576
200,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0416666666666667,0.0416666666666667,6,6,0.00234335206840952,0.00234335660934448,1,0,576,576
201,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0416666666666667,0.0416666666666667,6,6,0.0103224815080211,0.0103224813938141,1,0,576,576
202,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0416666666666667,0.0416666666666667,6,6,0.0125766868633722,0.012576699256897,1,0,576,576
203,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0416666666666667,0.0416666666666667,6,6,0.00257668686337215,0.00257670879364014,1,0,576,576
204,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0347222222222222,0.0347222222222222,5,5,0.00704563273659453,0.00704562664031982,2,0,576,576
205,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0,0,3,1,576,576
206,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.000377680400033331,0.000377684831619263,1,0,576,576
207,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.000377680400033331,0.000377684831619263,1,0,576,576
208,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.000377680400033331,0.000377684831619263,1,0,576,576
209,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0,0,2,1,576,576
210,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.000377680400033331,0.000377684831619263,1,0,576,576
211,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.00537768040003334,0.00537768006324768,1,0,576,576
212,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.000377680400033331,0.000377684831619263,1,0,576,576
213,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.00462231959996667,0.00462234020233154,2,0,576,576
214,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0,0,2,1,576,576
215,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.000377680400033331,0.000377684831619263,1,0,576,576
216,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.000377680400033331,0.000377684831619263,1,0,576,576
217,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.000377680400033331,0.000377684831619263,1,0,576,576
218,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.000377680400033331,0.000377684831619263,1,0,576,576
219,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.00462231959996667,0.00462231040000916,1,0,576,576
220,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.000172041484150176,0.000172048807144165,1,0,576,576
221,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.000205638915883155,0.000205636024475098,1,0,576,576
222,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.00482795851584938,0.00482794642448425,2,0,576,576
223,1,1,1,1,1,1,1,1,2,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0,0,5,1,576,576
224,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.00101905571164213,0.00101906061172485,1,0,576,576
225,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.000377680400033331,0.000377684831619263,1,0,576,576
226,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.000596809957600031,0.000596791505813599,1,0,576,576
227,1,1,1,1,1,1,1,1,2,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,4.44089209850063e-16,0,2,1,576,576
228,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0.000377680400033331,0.000377684831619263,1,0,576,576
229,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0,0,4,1,576,576
230,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0277777777777778,0.0277777777777778,4,4,0,0,4,1,576,576
231,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.000596809957600197,0.000596791505813599,3,0,576,576
232,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0,0,4,1,576,576
233,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.000596809957600475,0.000596791505813599,3,0,576,576
234,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.000926459662841939,0.000926464796066284,1,0,576,576
235,1,1,1,1,1,1,1,1,2,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,2.27429186594463e-13,0,3,1,576,576
236,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.005,0.00499999523162842,2,0,576,576
237,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.005,0.00499999523162842,2,0,576,576
238,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.005,0.00499999523162842,1,0,576,576
239,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.005,0.00499999523162842,1,0,576,576
240,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.005,0.00499999523162842,1,0,576,576
241,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.005,0.00499999523162842,1,0,576,576
242,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00499999999897682,0.00499999523162842,1,0,576,576
243,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00354023738219156,0.00354024767875671,1,0,576,576
244,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00145976261678527,0.0014597475528717,2,0,576,576
245,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00499999999897682,0.00499999523162842,3,0,576,576
246,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0,0,3,1,576,576
247,1,1,1,1,1,1,1,1,2,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,1.02318153949454e-12,0,3,1,576,576
248,1,1,1,1,1,1,1,1,2,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,1.02318153949454e-12,0,2,1,576,576
249,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00145976261678527,0.0014597475528717,2,0,576,576
250,1,1,1,1,1,1,1,1,2,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0,0,3,1,576,576
251,1,1,1,1,1,1,1,1,2,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0,0,3,1,576,576
252,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0,0,2,1,576,576
253,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0,0,3,1,576,576
254,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0,0,3,1,576,576
255,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00499999999999989,0.00499999523162842,2,0,576,576
256,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00499999999999989,0.00499999523162842,2,0,576,576
257,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00499999999999989,0.00499999523162842,2,0,576,576
258,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.000542297797418212,0.000542283058166504,2,0,576,576
259,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00499999999999989,0.00499999523162842,2,0,576,576
260,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.000542297797418212,0.000542283058166504,2,0,576,576
261,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.005,0.00499999523162842,2,0,576,576
262,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.000542297797418212,0.000542283058166504,1,0,576,576
263,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0,0,3,1,576,576
264,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,1.11022302462516e-16,0,4,1,576,576
265,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,1.11022302462516e-16,0,4,1,576,576
266,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.000542297797418323,0.000542283058166504,1,0,576,576
267,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,1.11022302462516e-16,0,4,1,576,576
268,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00445770220258168,0.00445771217346191,1,0,576,576
269,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0,0,2,1,576,576
270,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00445770220258179,0.00445771217346191,1,0,576,576
271,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0,0,2,1,576,576
272,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.000542297797418212,0.000542283058166504,1,0,576,576
273,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00455453797891431,0.00455453991889954,1,0,576,576
274,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,7.98500787890788e-05,7.98702239990234e-05,1,0,576,576
275,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.000456070779330853,0.000456064939498901,1,0,576,576
276,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00409846719958346,0.00409847497940063,1,0,576,576
277,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00455453797845956,0.00455453991889954,1,0,576,576
278,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,4.68439024677303e-05,4.6849250793457e-05,1,0,576,576
279,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,4.68439024677303e-05,4.68194484710693e-05,1,0,576,576
280,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00341856744248303,0.00341856479644775,1,0,576,576
281,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,4.68439024677303e-05,4.68194484710693e-05,1,0,576,576
282,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00341856744248303,0.00341856479644775,1,0,576,576
283,1,1,1,1,1,1,1,1,2,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,4.54747350886464e-13,0,2,1,576,576
284,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,4.68439020129829e-05,4.68194484710693e-05,1,0,576,576
285,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00499999999954526,0.00500002503395081,1,0,576,576
286,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00504684390201299,0.00504684448242188,1,0,576,576
287,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00909846719912871,0.00909847021102905,1,0,576,576
288,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00409846719912871,0.00409847497940063,1,0,576,576
289,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.000901532800416549,0.000901550054550171,2,0,576,576
290,1,1,1,1,1,1,1,1,2,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,5.6843418860808e-13,0,2,1,576,576
291,1,1,1,1,1,1,1,1,2,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,5.6843418860808e-13,0,2,1,576,576
292,1,1,1,1,1,1,1,1,2,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,5.6843418860808e-13,0,2,1,576,576
293,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00130950498479532,0.00130951404571533,3,0,576,576
294,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00130950498479532,0.00130951404571533,3,0,576,576
295,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.001309504984909,0.00130951404571533,1,0,576,576
296,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00561061796179235,0.00561061501502991,1,0,576,576
297,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00561061796179235,0.00561061501502991,1,0,576,576
298,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00561061796179235,0.00561061501502991,3,0,576,576
299,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00437305786559228,0.00437307357788086,2,0,576,576
300,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.000626942134407726,0.000626921653747559,1,0,576,576
301,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.005,0.00499999523162842,1,0,576,576
302,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.000610617961792348,0.000610619783401489,1,0,576,576
303,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00435326968209715,0.00435325503349304,1,0,576,576
304,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.00435326968209715,0.00435325503349304,1,0,576,576
305,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.005286023368691,0.00528600811958313,1,0,576,576
306,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.000286023368690991,0.000286012887954712,1,0,576,576
307,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0208333333333333,0.0208333333333333,3,3,0.000286023368690991,0.000286012887954712,1,0,576,576
308,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0138888888888889,0.0138888888888889,2,2,0.00471397663130901,0.00471398234367371,2,0,576,576
309,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0138888888888889,0.0138888888888889,2,2,0.000610617961794901,0.000610619783401489,1,0,576,576
310,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0138888888888889,0.0138888888888889,2,2,0.000610617961794901,0.000610619783401489,1,0,576,576
311,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0138888888888889,0.0138888888888889,2,2,0.000610617961794901,0.000610619783401489,1,0,576,576
312,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.0138888888888889,0.0138888888888889,2,2,0.00427484783080201,0.00427484512329102,1,0,576,576
313,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.000114534207402872,0.000114530324935913,1,0,576,576
314,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00169460063127475,0.00169461965560913,1,0,576,576
315,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00169460063127475,0.00169461965560913,1,0,576,576
316,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00329850922500147,0.00329852104187012,1,0,576,576
317,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00170149077499854,0.00170150399208069,1,0,576,576
318,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00339646284912781,0.00339648127555847,1,0,576,576
319,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2.34707270030943e-05,2.34544277191162e-05,1,0,576,576
320,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0015800664238691,0.00158005952835083,1,0,576,576
321,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0015800664238691,0.00158005952835083,1,0,576,576
322,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0015800664238691,0.00158005952835083,1,0,576,576
323,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00158695324798469,0.00158697366714478,1,0,576,576
324,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00341304675201531,0.00341302156448364,1,0,576,576
325,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00341304675201531,0.00341302156448364,1,0,576,576
326,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00397985992361943,0.00397983193397522,1,0,576,576
327,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00102014007638057,0.0010201632976532,1,0,576,576
328,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00102014007638057,0.0010201632976532,1,0,576,576
329,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00102014007638057,0.0010201632976532,1,0,576,576
330,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00102014007638057,0.0010201632976532,1,0,576,576
331,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00106526130073514,0.00106525421142578,1,0,576,576
332,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00102014007638057,0.0010201632976532,1,0,576,576
333,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00102014007638057,0.0010201632976532,1,0,576,576
334,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00102014007638057,0.0010201632976532,1,0,576,576
335,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000552021033480565,0.00055202841758728,2,0,576,576
336,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000384093940927199,0.000384092330932617,1,0,576,576
337,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000384093940927199,0.000384092330932617,1,0,576,576
338,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000384093940927199,0.000384092330932617,1,0,576,576
339,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000384093940927199,0.000384092330932617,1,0,576,576
340,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000384093940927199,0.000384092330932617,1,0,576,576
341,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000384093940927199,0.000384092330932617,1,0,576,576
342,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000384093940927199,0.000384092330932617,1,0,576,576
343,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00356663082084979,0.00356662273406982,1,0,576,576
