outer,omega1,omega2,gap12,volume,Mnd_pct,gray_frac,mid_frac,move,stage,itersSinceMoveChange,moveDescent,l2,rms,maxAbs,ratio_maxAbs_over_move,beta,objRelRange_W10,C1_A_moveSettled,C1_B1_absolute,C1_B2_ratio,C1_C_objective,C1_admit,C2_B2_ratio,C2_admit,nInner,innerConv,multN,degen
497,166.074339769455,186.406591617746,0.122428617669147,0.499997631040364,22.2417196989369,0.25125,0.0734375,0.005,4,345,0,0.0039682902060311,3.50750614300094e-05,0.000430227089255271,0.0860454178510543,27580.6489528658,3.09211445578403e-05,1,1,1,1,1,1,1,17,1,2,1
498,166.074527487312,186.410510955463,0.122450948835034,0.499996659613236,22.2449473236073,0.25125,0.0734375,0.005,4,346,0,0.0042787805034561,3.78194338650325e-05,0.000351611400300215,0.070322280060043,27578.8853959558,3.20514427258038e-05,1,1,1,1,1,1,1,13,1,2,1
499,166.070702863246,186.410385001867,0.122476040553467,0.49999779730877,22.2397648782747,0.25125,0.0734375,0.005,4,347,0,0.00426482802188583,3.76961101858735e-05,0.000437703162364506,0.0875406324729012,27580.8790589398,3.20514847135057e-05,1,1,1,1,1,1,1,17,1,2,1
500,166.073914567309,186.417213009069,0.122495447251682,0.499997709331429,22.2368695714787,0.25125,0.0734375,0.005,4,348,0,0.00405712314695932,3.5860241116548e-05,0.000438942411641614,0.0877884823283227,27580.7641708142,3.20514683122567e-05,1,1,1,1,1,1,1,17,1,2,1
501,166.074842034402,186.422094256146,0.122518570377621,0.499997636858985,22.2347482291943,0.25125,0.0734375,0.005,4,349,0,0.00398624055938497,3.52337216372746e-05,0.000440889841596425,0.088177968319285,27580.8433096323,3.3945464767587e-05,1,1,1,1,1,1,1,17,1,2,1
502,166.07516715687,186.426160843922,0.122540859271449,0.499997635272308,22.2327520432176,0.25125,0.0734375,0.005,4,350,0,0.00398124659348427,3.51895807978571e-05,0.000443156120530534,0.0886312241061068,27580.9491468601,2.68813892280846e-05,1,1,1,1,1,1,1,17,1,2,1
503,166.075427425489,186.430162920337,0.12256319800219,0.499996567568082,22.2360262205968,0.25125,0.0734375,0.005,4,351,0,0.00428937483768118,3.79130754346913e-05,0.000361522839392878,0.0723045678785757,27579.1179420175,2.84485273895778e-05,1,1,1,1,1,1,1,13,1,2,1
504,166.071509863642,186.429912605867,0.122588171558996,0.499997823234007,22.2307890764167,0.25109375,0.0734375,0.005,4,352,0,0.00428203693297354,3.78482169074604e-05,0.000449871601566614,0.0899743203133229,27581.2069317491,2.84485623981542e-05,1,1,1,1,1,1,1,17,1,2,1
505,166.074788340691,186.436846608264,0.122607762870078,0.499997716416614,22.2278704933896,0.25109375,0.07328125,0.005,4,353,0,0.00407003509867415,3.59743677242469e-05,0.000450859056683735,0.090171811336747,27581.0558055166,2.8448547077341e-05,1,1,1,1,1,1,1,17,1,2,1
506,166.075718413667,186.441739575816,0.122630938205067,0.499997647204442,22.2257351122179,0.2509375,0.07328125,0.005,4,354,0,0.00399249844709889,3.52890340727548e-05,0.000452411079280095,0.090482215856019,27581.1387744153,3.02006791503437e-05,1,1,1,1,1,1,1,17,1,2,1
507,166.076045263982,186.445803140143,0.122653196876061,0.499997634624383,22.2238426912679,0.25109375,0.07328125,0.005,4,355,0,0.00398411326284211,3.52149188146364e-05,0.000454485417055727,0.0908970834111455,27581.2201822315,3.21687454542673e-05,1,1,1,1,1,1,1,17,1,2,1
508,166.076244484258,186.44973591911,0.122675530736625,0.499997635869295,22.2219763998281,0.25109375,0.07328125,0.005,4,356,0,0.00398698607131352,3.52403110940263e-05,0.000456579588891292,0.0913159177782583,27581.2896687433,3.33682964356613e-05,1,1,1,1,1,1,1,17,1,2,1
509,166.07643832271,186.453658293754,0.122697838277625,0.499997635069248,22.2201337582255,0.25109375,0.07328125,0.005,4,357,0,0.00399069837912264,3.52731235693473e-05,0.000458662310372855,0.0917324620745709,27581.352224128,2.96761028688148e-05,1,1,1,1,1,1,1,17,1,2,1
510,166.076623584787,186.457572261594,0.122720153124995,0.499998112694865,22.2222405970809,0.25078125,0.073125,0.005,4,358,0,0.00426319095335352,3.76816404076177e-05,0.000392983420258555,0.078596684051711,27580.6378115669,3.07915851769574e-05,1,1,1,1,1,1,1,14,1,2,1
511,166.073799241197,186.458640359792,0.122745678196893,0.499997755477027,22.2176576931946,0.25078125,0.073125,0.005,4,359,0,0.00421645147756939,3.72685179041669e-05,0.000466264517599064,0.0932529035198129,27581.12706432,3.07916045111267e-05,1,1,1,1,1,1,1,17,1,2,1
512,166.076353548081,186.46475110434,0.12276520480296,0.499997657445307,22.215167664365,0.25078125,0.073125,0.005,4,360,0,0.00403480911834946,3.56630111047277e-05,0.000464940426296918,0.0929880852593836,27581.4411703221,3.07915825145444e-05,1,1,1,1,1,1,1,17,1,2,1
513,166.076951581146,186.469194368214,0.122787916040863,0.499997637562248,22.2130748719016,0.25078125,0.073125,0.005,4,361,0,0.00401234109115365,3.54644199248522e-05,0.000466414485724699,0.0932828971449398,27581.5620025177,3.27665383029574e-05,1,1,1,1,1,1,1,17,1,2,1
514,166.077267807279,186.47325922858,0.122810253869121,0.499997631209784,22.2111936781573,0.25078125,0.073125,0.005,4,362,0,0.00399804475204732,3.53380569457494e-05,0.000468462315868471,0.0936924631736941,27581.6285038741,2.08854114991308e-05,1,1,1,1,1,1,1,17,1,2,1
515,166.077463496178,186.477184584232,0.122832566554243,0.499997630583451,22.2093304168375,0.25078125,0.07296875,0.005,4,363,0,0.00400024936310791,3.53575431386346e-05,0.000470510761577202,0.0941021523154404,27581.6942110766,2.20636851206126e-05,1,1,1,1,1,1,1,17,1,2,1
516,166.077657176704,186.481105414884,0.122854865519151,0.499996598448142,22.212700932946,0.25078125,0.0728125,0.005,4,364,0,0.00433364455693772,3.83043681682854e-05,0.000382316576840974,0.0764633153681949,27579.8087154316,2.32298721883825e-05,1,1,1,1,1,1,1,13,1,2,1
517,166.073599631521,186.480734507623,0.122880065954981,0.499997780828293,22.2074616908383,0.25078125,0.07265625,0.005,4,365,0,0.0043041605254255,3.80437636855478e-05,0.000477338215287542,0.0954676430575084,27581.9152123563,2.44318223133637e-05,1,1,1,1,1,1,1,17,1,2,1
518,166.076949908464,186.487643088413,0.122899012723916,0.499997721269698,22.2044542493688,0.250625,0.07265625,0.005,4,366,0,0.00410450982695302,3.62790841510663e-05,0.000477738545210955,0.095547709042191,27581.8256231041,2.44318119357254e-05,1,1,1,1,1,1,1,17,1,2,1
519,166.077977753593,186.492620854554,0.122922035643097,0.499997635058344,22.2022879565461,0.250625,0.07265625,0.005,4,367,0,0.00402359192754825,3.55638642087102e-05,0.000479357518334322,0.0958715036668644,27581.8948827003,2.63620862161273e-05,1,1,1,1,1,1,1,17,1,2,1
520,166.078325454511,186.496713546506,0.122944327841188,0.499997628667994,22.2003650538943,0.250625,0.0725,0.005,4,368,0,0.0040122254354837,3.54633976634959e-05,0.000481890002958262,0.0963780005916525,27581.9842679368,2.84556765198245e-05,1,1,1,1,1,1,1,17,1,2,1
521,166.078536754463,186.500661077078,0.122966668190291,0.499996603935804,22.2036972912726,0.250625,0.0725,0.005,4,369,0,0.00433481376291929,3.83147025867626e-05,0.000372905924602062,0.0745811849204124,27580.1075013953,2.97278956281226e-05,1,1,1,1,1,1,1,13,1,2,1
522,166.0744852034,186.500300984052,0.122991895808893,0.499997770878176,22.1984319879216,0.250625,0.0725,0.005,4,370,0,0.0043056565996459,3.80569872383779e-05,0.000462721644430314,0.0925443288860627,27582.2060746044,2.97279290716349e-05,1,1,1,1,1,1,1,17,1,2,1
523,166.077839536236,186.507209850308,0.123010814513968,0.499997701801638,22.1954156344138,0.250625,0.0725,0.005,4,371,0,0.00408711530170786,3.61253368166116e-05,0.000462609414549306,0.0925218829098612,27582.1162663958,2.97279131771617e-05,1,1,1,1,1,1,1,17,1,2,1
524,166.078866877601,186.512170301634,0.123033735767792,0.49999763034608,22.1932331885848,0.250625,0.0721875,0.005,4,372,0,0.00400625592361879,3.54106341344953e-05,0.0004633595847701,0.0926719169540201,27582.1969500385,3.17156540820806e-05,1,1,1,1,1,1,1,17,1,2,1
525,166.079224431071,186.516273845501,0.123056026329845,0.499997621477577,22.1913031713299,0.250625,0.0721875,0.005,4,373,0,0.00399107225396101,3.52764281872663e-05,0.000464588274862995,0.0929176549725989,27582.2800916755,3.38685538768505e-05,1,1,1,1,1,1,1,17,1,2,1
526,166.079438021612,186.520226244971,0.123078380242945,0.499996563601861,22.1945095525297,0.25046875,0.0721875,0.005,4,374,0,0.00428489069582095,3.78734408457267e-05,0.000377779849634039,0.0755559699268079,27580.4964248766,3.51546069453858e-05,1,1,1,1,1,1,1,13,1,2,1
527,166.075570716315,186.520035520147,0.123103384294577,0.499997769884304,22.1894806687222,0.25046875,0.071875,0.005,4,375,0,0.00427188892804209,3.77585203686787e-05,0.000468697878673437,0.0937395757346874,27582.4744978472,2.98222914433057e-05,1,1,1,1,1,1,1,17,1,2,1
528,166.078704506725,186.52683494027,0.12312313306079,0.499997688623351,22.1864509220033,0.25046875,0.071875,0.005,4,376,0,0.00406995056960994,3.59736205858155e-05,0.000468668641580331,0.0937337283160662,27582.388033111,2.98222599363192e-05,1,1,1,1,1,1,1,17,1,2,1
529,166.079708475115,186.53176128254,0.123146006187077,0.499997625561363,22.1842285140164,0.25046875,0.071875,0.005,4,377,0,0.00400362938018209,3.53874185510556e-05,0.000468864408755539,0.0937728817511079,27582.4827471174,3.1450700956297e-05,1,1,1,1,1,1,1,17,1,2,1
530,166.080080897538,186.535872399769,0.123168241439206,0.499997613847124,22.1822843075274,0.25046875,0.07171875,0.005,4,378,0,0.00398614792094987,3.52329028214539e-05,0.000469625499503092,0.0939250999006185,27582.5615112049,3.369311928726e-05,1,1,1,1,1,1,1,17,1,2,1
531,166.08029300971,186.539815402671,0.123190548512366,0.49999776511724,22.1803955303714,0.25046875,0.0715625,0.005,4,379,0,0.00398872894729007,3.52557160867986e-05,0.000469701704352167,0.0939403408704334,27582.6459283793,3.49702644647476e-05,1,1,1,1,1,1,1,17,1,2,1
532,166.080477831786,186.543726826581,0.123212849950502,0.499997767055676,22.1785045958697,0.25046875,0.0715625,0.005,4,380,0,0.00398843640835677,3.52531303835048e-05,0.000470577396719819,0.0941154793439638,27582.7092623919,2.954687146801e-05,1,1,1,1,1,1,1,17,1,2,1
533,166.080674624909,186.547644308747,0.123235106854323,0.49999776883496,22.1766341789786,0.25046875,0.0715625,0.005,4,381,0,0.0039851055743021,3.52236896916666e-05,0.000471090866149025,0.094218173229805,27582.7725868755,3.0731755686824e-05,1,1,1,1,1,1,1,17,1,2,1
534,166.080864038312,186.551554353601,0.123257368835503,0.499997800863302,22.178260133875,0.25046875,0.0715625,0.005,4,382,0,0.00420296987778922,3.71493562713444e-05,0.000432400463557829,0.0864800927115658,27581.9629169024,3.18722170998274e-05,1,1,1,1,1,1,1,15,1,2,1
535,166.078849493114,186.553164269378,0.123280687689932,0.49999770682979,22.1742864701638,0.25046875,0.0715625,0.005,4,383,0,0.00413005462351098,3.65048703869434e-05,0.000473473237922357,0.0946946475844713,27582.8870816521,3.18722242952406e-05,1,1,1,1,1,1,1,17,1,2,1
536,166.080835071492,186.558941064471,0.123302041347303,0.49999767242949,22.1718660237939,0.25046875,0.0715625,0.005,4,384,0,0.00403647537526524,3.56777388742821e-05,0.000471652564487886,0.0943305128975773,27582.9146762949,3.18721974845513e-05,1,1,1,1,1,1,1,17,1,2,1
537,166.081313829335,186.563212873605,0.123324524427335,0.499997616183356,22.1697339113596,0.25046875,0.0715625,0.005,4,385,0,0.00399419374240974,3.5304018507885e-05,0.000472261432242933,0.0944522864485866,27582.9847704388,1.5711222181796e-05,1,1,1,1,1,1,1,17,1,2,1
538,166.081585639115,186.567179394706,0.123346568957412,0.499996824746106,22.1738609422414,0.2503125,0.0715625,0.005,4,386,0,0.00408926104068644,3.61443026488917e-05,0.000359716110675058,0.0719432221350115,27580.9569151952,1.64748210843503e-05,1,1,1,1,1,1,1,12,1,2,1
539,166.077177670694,186.566124001193,0.123370029632397,0.499997760298134,22.168138918678,0.2503125,0.07140625,0.005,4,387,0,0.0043408824050842,3.83683423121051e-05,0.000475295544621388,0.0950591089242776,27583.2580620044,2.65412012810682e-05,1,1,1,1,1,1,1,17,1,2,1
540,166.080910944896,186.573248424915,0.123387675100227,0.499997702001862,22.1650673132628,0.25015625,0.07140625,0.005,4,388,0,0.00407877408863286,3.60516102125034e-05,0.000472705030067404,0.0945410060134808,27583.1266678427,2.6541188016127e-05,1,1,1,1,1,1,1,17,1,2,1
541,166.081890201977,186.578182261994,0.123410758602825,0.499997626580131,22.1628166723205,0.25015625,0.07140625,0.005,4,389,0,0.00400967080902077,3.54408177423042e-05,0.000472049000272184,0.0944098000544367,27583.1977322427,2.837498969527e-05,1,1,1,1,1,1,1,17,1,2,1
542,166.08223875624,186.582301033617,0.123433200508965,0.499997617841295,22.1608338672053,0.25015625,0.07140625,0.005,4,390,0,0.00399101520557466,3.52759239460058e-05,0.000471897263415342,0.0943794526830684,27583.2848365902,3.04736646479712e-05,1,1,1,1,1,1,1,17,1,2,1
543,166.082446518273,186.586254165328,0.123455597366812,0.49999780595022,22.1624071466707,0.25,0.07140625,0.005,4,391,0,0.00420412868975572,3.71595988188398e-05,0.000431942028026388,0.0863884056052777,27582.4862476511,3.1724601655687e-05,1,1,1,1,1,1,1,15,1,2,1
544,166.080399389915,186.587862154914,0.123479127219897,0.499997703949918,22.1583498243067,0.25,0.07125,0.005,4,392,0,0.00414634782579557,3.66488833097268e-05,0.000472676055053743,0.0945352110107486,27583.4031601684,3.17246105313598e-05,1,1,1,1,1,1,1,17,1,2,1
545,166.082387254839,186.593635878257,0.123500444342393,0.499997663976994,22.1558773738723,0.24984375,0.07125,0.005,4,393,0,0.00405125747649327,3.58083954245136e-05,0.000470391460611202,0.0940782921222403,27583.4329330436,3.17245429534714e-05,1,1,1,1,1,1,1,17,1,2,1
546,166.082865289891,186.597919073074,0.123523000084175,0.499997608448661,22.1537043401875,0.24984375,0.07125,0.005,4,394,0,0.00401074032576109,3.54502710240502e-05,0.000470337774527146,0.0940675549054292,27583.5015634362,3.42459895154279e-05,1,1,1,1,1,1,1,17,1,2,1
547,166.08313258122,186.601896967127,0.123545143128081,0.499997608284183,22.1517263701045,0.24984375,0.07125,0.005,4,395,0,0.00400398069976998,3.53905238068426e-05,0.000469993939739453,0.0939987879478905,27583.5794619739,3.58553505544379e-05,1,1,1,1,1,1,1,17,1,2,1
548,166.083324804804,186.60582050302,0.123567466645647,0.499997806830565,22.153300058228,0.24984375,0.07125,0.005,4,396,0,0.00421135392916076,3.72234615160773e-05,0.000430057396559976,0.0860114793119952,27582.7809367617,3.70127169232325e-05,1,1,1,1,1,1,1,15,1,2,1
549,166.081279119208,186.607432010367,0.123591009173444,0.499997704872686,22.1492423992278,0.24984375,0.07125,0.005,4,397,0,0.00415688223583081,3.67419952193732e-05,0.000470348528682633,0.0940697057365266,27583.6944308189,1.76142709494782e-05,1,1,1,1,1,1,1,17,1,2,1
550,166.083262125823,186.61319524216,0.123612294541659,0.499997675791291,22.1467529128374,0.24984375,0.07125,0.005,4,398,0,0.00406467012304163,3.59269475911137e-05,0.000467833746086418,0.0935667492172835,27583.7307609353,1.76142460134482e-05,1,1,1,1,1,1,1,17,1,2,1
551,166.083741896954,186.617482801794,0.123634864378115,0.499997609684995,22.1445782730565,0.24984375,0.07125,0.005,4,399,0,0.0040138907884669,3.54781174433396e-05,0.00046759171572378,0.0935183431447559,27583.7898972373,2.01255814568164e-05,1,1,1,1,1,1,1,17,1,2,1
552,166.083999657867,186.621450873784,0.123657012464922,0.499997609954225,22.1425997264602,0.24984375,0.07125,0.005,4,400,0,0.00400024209586929,3.53574789047133e-05,0.000467053999411956,0.0934107998823912,27583.8677885536,2.16775636607497e-05,1,1,1,1,1,1,1,17,1,2,1
553,166.084186235124,186.625366298106,0.123679325097828,0.49999778888392,22.144098039669,0.24984375,0.07125,0.005,4,401,0,0.00419246277188381,3.70564856983899e-05,0.000427371129901203,0.0854742259802406,27583.1285658302,2.28009395905684e-05,1,1,1,1,1,1,1,15,1,2,1
554,166.082180599961,186.627016053948,0.123702828200895,0.499997702983261,22.1400689575291,0.2496875,0.07125,0.005,4,402,0,0.00414154876352316,3.66064651912749e-05,0.000467171512689744,0.0934343025379489,27583.9453532662,1.75039906932466e-05,1,1,1,1,1,1,1,17,1,2,1
555,166.084137845496,186.632753929435,0.123724133746324,0.499997666537953,22.1376187394605,0.2496875,0.07109375,0.005,4,403,0,0.00404363569189186,3.57410277298086e-05,0.000464418258963503,0.0928836517927005,27584.0090714293,1.75039722432646e-05,1,1,1,1,1,1,1,17,1,2,1
556,166.084587880999,186.637001500237,0.123746663561368,0.499997607008995,22.1355581541698,0.2496875,0.07109375,0.005,4,404,0,0.00399084143851639,3.52743880476902e-05,0.00046414976994996,0.092829953989992,27584.0525559548,1.99222928004597e-05,1,1,1,1,1,1,1,17,1,2,1
557,166.084780362322,186.640903638837,0.123768856072604,0.499997610141811,22.133560114992,0.2496875,0.07109375,0.005,4,405,0,0.00398619711851178,3.52333376705744e-05,0.000463406170042228,0.0926812340084456,27584.1357593413,2.10812157829438e-05,1,1,1,1,1,1,1,17,1,2,1
558,166.084981330073,186.644832410623,0.123791151468961,0.499997613638349,22.1316160637306,0.2496875,0.07109375,0.005,4,406,0,0.00398249662360316,3.5200629607529e-05,0.000462748635372806,0.0925497270745612,27584.1970659118,2.22912336324949e-05,1,1,1,1,1,1,1,17,1,2,1
559,166.085163064881,186.648735525173,0.123813422468441,0.499997787621496,22.1331450569842,0.24953125,0.07109375,0.005,4,407,0,0.00418132844352905,3.69580712098448e-05,0.000423367709723676,0.0846735419447351,27583.4512334025,1.79575581429559e-05,1,1,1,1,1,1,1,15,1,2,1
560,166.083155579777,186.65036704976,0.123836829798814,0.499997702969216,22.1291464194003,0.24953125,0.07109375,0.005,4,408,0,0.00412493917218767,3.6459655757949e-05,0.000462514848272079,0.0925029696544159,27584.2693860817,1.79575592949668e-05,1,1,1,1,1,1,1,17,1,2,1
561,166.085099079216,186.656065927209,0.123857991848995,0.49999889885743,22.1259502278014,0.24953125,0.07109375,0.005,4,409,0,0.00416092041719052,3.67776880371622e-05,0.000479776967244066,0.0959553934488131,27585.0086044292,1.79575446206769e-05,1,1,1,1,1,1,1,18,1,2,1
562,166.086269373293,186.661153832723,0.123880706918561,0.499999449163886,22.1241819225673,0.24953125,0.07109375,0.005,4,410,0,0.00525030208292193,4.64065525763994e-05,0.000493747702074073,0.0987495404148146,27585.3379746621,2.46186396743195e-05,1,1,1,1,1,1,1,18,1,2,1
563,166.086356611692,186.66613416491,0.123910102991379,0.499998946189235,22.1230854871646,0.2496875,0.07109375,0.005,4,411,0,0.00537830352340669,4.75379361585046e-05,0.000474275903508516,0.0948551807017032,27584.6915150112,2.5143872111559e-05,1,1,1,1,1,1,1,17,1,2,1
564,166.085782310086,186.670668167306,0.123941288476986,0.499998916963465,22.1201145959555,0.2496875,0.07109375,0.005,4,412,0,0.0041108743574192,3.63353391842126e-05,0.000479402183429514,0.0958804366859029,27584.1360076042,1.92734522148767e-05,1,1,1,1,1,1,1,18,1,2,1
565,166.08659051272,186.675439563637,0.123964547573396,0.499999439595861,22.1180782428876,0.2496875,0.07109375,0.005,4,413,0,0.00524220272215599,4.63349636648885e-05,0.000491029843584099,0.0982059687168198,27585.5271556389,2.06817426112894e-05,1,1,1,1,1,1,1,18,1,2,1
566,166.086777423803,186.680640892911,0.123994599621616,0.499998482820416,22.117989555456,0.2496875,0.0709375,0.005,4,414,0,0.00538066857800971,4.75588404853506e-05,0.000488374534113247,0.0976749068226494,27583.8862691283,2.18071061111471e-05,1,1,1,1,1,1,1,18,1,2,1
567,166.084655790131,186.683917378445,0.124028685794691,0.499998847751016,22.1133135299636,0.2496875,0.0709375,0.005,4,415,0,0.00430589905592867,3.80591302693989e-05,0.000478331721902192,0.0956663443804384,27584.6733306949,2.18071077467861e-05,1,1,1,1,1,1,1,18,1,2,1
568,166.086909209512,186.689875507862,0.124049308861303,0.499998449903372,22.1141724354075,0.2496875,0.07078125,0.005,4,416,0,0.00443517871672033,3.92018118295899e-05,0.000438664672155407,0.0877329344310813,27584.2316039526,2.26005627184784e-05,1,1,1,1,1,1,1,16,1,2,1
569,166.084872256257,186.691939714301,0.124075523424243,0.499998839377386,22.1094621107921,0.2496875,0.07078125,0.005,4,417,0,0.00427781440759872,3.78108947033821e-05,0.000474891151378546,0.0949782302757091,27584.9776938175,2.2600566675737e-05,1,1,1,1,1,1,1,18,1,2,1
570,166.087347313085,186.698333547255,0.124097269103325,0.499999449810693,22.1074426553216,0.2496875,0.07078125,0.005,4,418,0,0.00524339641163825,4.63455144889827e-05,0.00048601394586557,0.0972027891731139,27585.7048399924,1.62055915905326e-05,1,1,1,1,1,1,1,18,1,2,1
571,166.08755937518,186.70356929385,0.124127357860079,0.499998948299063,22.1062860980572,0.2496875,0.070625,0.005,4,419,0,0.00536458898530645,4.74167156223607e-05,0.000466662071981653,0.0933324143963306,27585.0802170449,1.74823861987164e-05,1,1,1,1,1,1,1,17,1,2,1
572,166.086971906929,186.708102862588,0.124158630378392,0.499997588160402,22.103998270181,0.2496875,0.070625,0.005,4,420,0,0.00398300168087827,3.52050937253305e-05,0.000453929261093095,0.0907858522186189,27583.8847812769,1.74823788037909e-05,1,1,1,1,1,1,1,17,1,2,1
573,166.087074180081,186.712074295563,0.124181849895907,0.499997624097918,22.1016025163462,0.2496875,0.070625,0.005,4,421,0,0.00398087188083462,3.51862687746626e-05,0.000453214682204535,0.090642936440907,27584.9216887441,1.74823712506147e-05,1,1,1,1,1,1,1,17,1,2,1
574,166.087387337831,186.71619381852,0.124204533597301,0.499997615561554,22.0994797374217,0.2496875,0.070625,0.005,4,422,0,0.00396010711141882,3.50027324088665e-05,0.000455561752786053,0.0911123505572105,27585.0000325722,1.74823543560017e-05,1,1,1,1,1,1,1,17,1,2,1
575,166.087569422566,186.720125535674,0.124226973667212,0.499998854090519,22.0980449303741,0.2496875,0.070625,0.005,4,423,0,0.00481447879366053,4.25543825359524e-05,0.000487882421102812,0.0975764842205623,27585.7407302985,1.75428388742615e-05,1,1,1,1,1,1,1,18,1,2,1
576,166.087072112983,186.72414308904,0.124254529347221,0.499997631780785,22.0954421988508,0.2496875,0.070625,0.005,4,424,0,0.0040140943368803,3.54799165741322e-05,0.000462955896534073,0.0925911793068146,27584.3187057707,1.75428357616201e-05,1,1,1,1,1,1,1,17,1,2,1
577,166.08777030079,186.728701638312,0.124277249915152,0.499997626579334,22.0934118901331,0.2496875,0.070625,0.005,4,425,0,0.00395169040597647,3.49283385401973e-05,0.000462493710176677,0.0924987420353353,27585.1268444491,1.74489490596596e-05,1,1,1,1,1,1,1,17,1,2,1
578,166.088002687909,186.732703140735,0.124299769512063,0.499996706641114,22.0967444815574,0.2496875,0.070625,0.005,4,426,0,0.0043080946351295,3.80785366311682e-05,0.00037575629739158,0.0751512594783159,27583.2793764997,1.88481252946958e-05,1,1,1,1,1,1,1,13,1,2,1
579,166.083881994144,186.732260361194,0.124324998423253,0.499997779316451,22.0912163980933,0.2496875,0.070625,0.005,4,427,0,0.00428055275229252,3.78350984796597e-05,0.000469840738090149,0.0939681476180297,27585.3548159988,2.48104438374721e-05,1,1,1,1,1,1,1,17,1,2,1
580,166.087323300977,186.739211421894,0.124343554405373,0.499997717430405,22.0882384224785,0.2496875,0.070625,0.005,4,428,0,0.00404292621417385,3.57347567734898e-05,0.000470356148171247,0.0940712296342493,27585.2554922102,2.48104441961702e-05,1,1,1,1,1,1,1,17,1,2,1
581,166.088258420761,186.744080938248,0.124366542908519,0.499997651283815,22.0860768423521,0.2496875,0.070625,0.005,4,429,0,0.00396146275203809,3.50147146923007e-05,0.000472173790125675,0.0944347580251349,27585.3129710605,2.63501849090805e-05,1,1,1,1,1,1,1,17,1,2,1
582,166.088551528135,186.748101205319,0.124388764229088,0.499997461583408,22.0879656622648,0.2496875,0.07046875,0.005,4,430,0,0.00455748885642672,4.02828909445182e-05,0.000434510064680098,0.0869020129360197,27584.4999341056,2.81149389335446e-05,1,1,1,1,1,1,1,15,1,2,1
583,166.085873726904,186.750012669806,0.124418401632885,0.499997702363049,22.0835427544198,0.24984375,0.0703125,0.005,4,431,0,0.00416003996391843,3.6769905856172e-05,0.000480400626861925,0.0960801253723851,27585.2059433325,2.81149592546013e-05,1,1,1,1,1,1,1,17,1,2,1
584,166.088259268306,186.755778347592,0.124436966046456,0.499997678663034,22.0809168717218,0.24984375,0.0703125,0.005,4,432,0,0.00400786481720491,3.54248548790572e-05,0.000480288619259656,0.0960577238519313,27585.4195789865,2.81149444947153e-05,1,1,1,1,1,1,1,17,1,2,1
585,166.088833489376,186.760037303932,0.124458721157063,0.4999976246979,22.0789058663707,0.24984375,0.07,0.005,4,433,0,0.00394915358048326,3.49059159588356e-05,0.000483543164696908,0.0967086329393816,27585.4546381117,2.98125911294765e-05,1,1,1,1,1,1,1,17,1,2,1
586,166.088984214004,186.763878136404,0.124480825867185,0.499997628790235,22.0769579433655,0.2496875,0.07,0.005,4,434,0,0.00394665338993242,3.48838171876762e-05,0.000486783346364872,0.0973566692729744,27585.5287350616,3.07200577376863e-05,1,1,1,1,1,1,1,17,1,2,1
587,166.08915217574,186.767751555577,0.12450301003377,0.499998045842601,22.0775709283692,0.24953125,0.06984375,0.005,4,435,0,0.00471881430781298,4.17088199526833e-05,0.000474615843360557,0.0949231686721114,27584.9632352809,3.17313155211522e-05,1,1,1,1,1,1,1,16,1,2,1
588,166.087064708022,186.770155800817,0.12453161917911,0.499997702768546,22.0735973408387,0.24953125,0.0696875,0.005,4,436,0,0.0041059177201704,3.62915282865813e-05,0.000496184162150139,0.0992368324300277,27585.4668086975,3.17313334414139e-05,1,1,1,1,1,1,1,17,1,2,1
589,166.089156228626,186.775953602322,0.124552365990831,0.499997644030271,22.0713869019936,0.24953125,0.0696875,0.005,4,437,0,0.00397563866778723,3.51400132692476e-05,0.000497300514697101,0.0994601029394202,27585.634613571,1.97636123186136e-05,1,1,1,1,1,1,1,17,1,2,1
590,166.089505460419,186.780031944657,0.124574556513259,0.499997629945354,22.0694681031065,0.24953125,0.0696875,0.005,4,438,0,0.00395092944919093,3.49216125689068e-05,0.000501236404379838,0.100247280875968,27585.6988744621,2.18662730473379e-05,1,1,1,1,1,1,1,17,1,2,1
591,166.089669745249,186.783902476273,0.124596748026321,0.499998520392242,22.0689779725516,0.24953125,0.0696875,0.005,4,439,0,0.00485030493237554,4.28710438563163e-05,0.000513659637391965,0.102731927478393,27585.9068071944,2.28553947450729e-05,1,1,1,1,1,1,1,17,1,2,1
592,166.088431908116,186.787360586953,0.124625950411091,0.499997665748263,22.0657297385636,0.24953125,0.0696875,0.005,4,440,0,0.00405775846993369,3.58658566313407e-05,0.000512619542769969,0.102523908553994,27585.2830966641,2.2855396391161e-05,1,1,1,1,1,1,1,17,1,2,1
593,166.089866668741,186.792481507086,0.124647067600065,0.499997633947288,22.0637833025005,0.24953125,0.0696875,0.005,4,441,0,0.00396160202168814,3.50159456737252e-05,0.000517564261766509,0.103512852353302,27585.8078538963,1.68702474878856e-05,1,1,1,1,1,1,1,17,1,2,1
594,166.090045805323,186.796394713394,0.124669415362442,0.499998368209695,22.0649295791737,0.24953125,0.06953125,0.005,4,442,0,0.00447269058417879,3.95333730277756e-05,0.000477726495028511,0.0955452990057022,27585.5931672312,1.79487866531826e-05,1,1,1,1,1,1,1,15,1,2,1
